parent_gem_entity_id,parent,parent_registration_country,parent_headquarters_country,project,share,ownership_path,immediate_project_owner,immediate_project_owner_gem_entity_id,tracker,status,capacity_bo_ed,project_id,capacity_boed_raw,share_numeric,share_missing,capacity_missing_or_placeholder,capacity_boed_numeric,exact_duplicate_flag,exact_duplicate_group_size,parent_entity_id_missing,parent_entity_id_matched,imm_owner_entity_id_missing,imm_owner_entity_id_matched
E100002011285,Resonac Holdings Corp,Japan,Japan,Iwafune-Oki Oil Pipeline,0.04,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Mitsubishi UFJ Financial Group Inc [5.72%] -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Japan Petroleum Exploration Co [10.11%] -> Iwafune-Oki Oil Pipeline [100.0%],Japan Petroleum Exploration Co,E100000000645,Global Oil Infrastructure Tracker,operating,2500,P1009,2500,0.04,FALSE,FALSE,2500,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Satah-Zirku Island Oil Pipeline,0.11,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> INPEX Corp [5.47%] -> Japan Oil Development Co Ltd [100.0%] -> Satah-Zirku Island Oil Pipeline [12.0%],Japan Oil Development Co Ltd,E100002008094,Global Oil Infrastructure Tracker,operating,200000,P7227,200000,0.11,FALSE,FALSE,200000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Umm Al Dalkh-Upper Zakum Oil Pipeline,0.11,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> INPEX Corp [5.47%] -> Japan Oil Development Co Ltd [100.0%] -> Umm Al Dalkh-Upper Zakum Oil Pipeline [12.0%],Japan Oil Development Co Ltd,E100002008094,Global Oil Infrastructure Tracker,operating,--,P7228,--,0.11,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Baku-Supsa Oil Pipeline,0.09,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> INPEX Corp [5.47%] -> Azerbaijan International Operating Co [9.31%] -> Baku-Supsa Oil Pipeline [100.0%],Azerbaijan International Operating Co,E100001014222,Global Oil Infrastructure Tracker,idle,115000,P0643,115000,0.09,FALSE,FALSE,115000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Baku-Supsa Oil Pipeline,0.09,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> INPEX Corp [5.47%] -> Azerbaijan International Operating Co [9.31%] -> Baku-Supsa Oil Pipeline [100.0%],Azerbaijan International Operating Co,E100001014222,Global Oil Infrastructure Tracker,idle,35000,P2019,35000,0.09,FALSE,FALSE,35000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Chayvo-De-Kastri Oil Pipeline,0.04,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Marubeni Corp [6.56%] -> Sakhalin Oil and Gas Development Co Ltd [12.35%] -> Chayvo-De-Kastri Oil Pipeline [30.0%],Sakhalin Oil and Gas Development Co Ltd,E100001016057,Global Oil Infrastructure Tracker,operating,240986.3,P3678,240986.3,0.04,FALSE,FALSE,240986.3,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Chayvo-De-Kastri Oil Pipeline,0.04,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Marubeni Corp [6.56%] -> Sakhalin Oil and Gas Development Co Ltd [12.35%] -> Chayvo-De-Kastri Oil Pipeline [30.0%],Sakhalin Oil and Gas Development Co Ltd,E100001016057,Global Oil Infrastructure Tracker,operating,--,P3720,--,0.04,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Chayvo-De-Kastri Oil Pipeline,0.04,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Marubeni Corp [6.56%] -> Sakhalin Oil and Gas Development Co Ltd [12.35%] -> Chayvo-De-Kastri Oil Pipeline [30.0%],Sakhalin Oil and Gas Development Co Ltd,E100001016057,Global Oil Infrastructure Tracker,operating,--,P3721,--,0.04,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,EPIC Oil Pipeline,0,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Mitsubishi UFJ Financial Group Inc [5.72%] -> Morgan Stanley  [23.6%] -> Kinetik Holdings Inc [6.4%] -> EPIC Oil Pipeline [27.5%],Kinetik Holdings Inc,E100001014626,Global Oil Infrastructure Tracker,operating,600000,P0073,600000,0,FALSE,FALSE,600000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Bida Al Qemzan-Bu Hasa Oil Pipeline,0.11,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> INPEX Corp [5.47%] -> Japan Oil Development Co Ltd [100.0%] -> Bida Al Qemzan-Bu Hasa Oil Pipeline [12.0%],Japan Oil Development Co Ltd,E100002008094,Global Oil Infrastructure Tracker,operating,--,P7229,--,0.11,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Shin Oak NGL Pipeline,0,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Mitsubishi UFJ Financial Group Inc [5.72%] -> Morgan Stanley  [23.6%] -> Kinetik Holdings Inc [6.4%] -> Shin Oak NGL Pipeline [33.0%],Kinetik Holdings Inc,E100001014626,Global Oil Infrastructure Tracker,operating,--,P3594,--,0,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100002011285,Resonac Holdings Corp,Japan,Japan,Shin Oak NGL Pipeline,0,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Mitsubishi UFJ Financial Group Inc [5.72%] -> Morgan Stanley  [23.6%] -> Kinetik Holdings Inc [6.4%] -> Shin Oak NGL Pipeline [33.0%],Kinetik Holdings Inc,E100001014626,Global Oil Infrastructure Tracker,cancelled,275000,P4277,275000,0,FALSE,FALSE,275000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000001234,I Squared Capital Advisors LLC,United States,United States,Ocensa Oil Pipeline,,I Squared Capital Advisors LLC -> AI Candelaria (Spain) SLU [unknown %] -> Ocensa Oil Pipeline [27.35%],AI Candelaria (Spain) SLU,E100001014009,Global Oil Infrastructure Tracker,operating,745000,P1235,745000,,TRUE,FALSE,745000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Chayvo-De-Kastri Oil Pipeline,11.5,Rosneft PJSC -> Sakhalinmorneftegaz-Shelf JSC [100.0%] -> Chayvo-De-Kastri Oil Pipeline [11.5%],Sakhalinmorneftegaz-Shelf JSC,E100001015368,Global Oil Infrastructure Tracker,operating,240986.3,P3678,240986.3,11.5,FALSE,FALSE,240986.3,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Chayvo-De-Kastri Oil Pipeline,11.5,Rosneft PJSC -> Sakhalinmorneftegaz-Shelf JSC [100.0%] -> Chayvo-De-Kastri Oil Pipeline [11.5%],Sakhalinmorneftegaz-Shelf JSC,E100001015368,Global Oil Infrastructure Tracker,operating,--,P3720,--,11.5,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Chayvo-De-Kastri Oil Pipeline,11.5,Rosneft PJSC -> Sakhalinmorneftegaz-Shelf JSC [100.0%] -> Chayvo-De-Kastri Oil Pipeline [11.5%],Sakhalinmorneftegaz-Shelf JSC,E100001015368,Global Oil Infrastructure Tracker,operating,--,P3721,--,11.5,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,739024.66,P0653,739024.66,16.88,FALSE,FALSE,739024.66,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,cancelled,502054.79,P2020,502054.79,16.88,FALSE,FALSE,502054.79,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,cancelled,100410.96,P2021,100410.96,16.88,FALSE,FALSE,100410.96,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,cancelled,--,P2022,--,16.88,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,441808.22,P5133,441808.22,16.88,FALSE,FALSE,441808.22,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,351438.36,P5134,351438.36,16.88,FALSE,FALSE,351438.36,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,158649.32,P5137,158649.32,16.88,FALSE,FALSE,158649.32,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,120493.15,P5146,120493.15,16.88,FALSE,FALSE,120493.15,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,457873.97,P5188,457873.97,16.88,FALSE,FALSE,457873.97,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,120493.15,P5189,120493.15,16.88,FALSE,FALSE,120493.15,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,1082430.14,P5190,1082430.14,16.88,FALSE,FALSE,1082430.14,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,1486082.19,P5207,1486082.19,16.88,FALSE,FALSE,1486082.19,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,208854.79,P5322,208854.79,16.88,FALSE,FALSE,208854.79,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,180739.73,P5323,180739.73,16.88,FALSE,FALSE,180739.73,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,1124602.74,P5324,1124602.74,16.88,FALSE,FALSE,1124602.74,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,idle,542219.18,P5325,542219.18,16.88,FALSE,FALSE,542219.18,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,140575.34,P5326,140575.34,16.88,FALSE,FALSE,140575.34,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,102419.18,P5327,102419.18,16.88,FALSE,FALSE,102419.18,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,168690.41,P5329,168690.41,16.88,FALSE,FALSE,168690.41,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,102419.18,P5330,102419.18,16.88,FALSE,FALSE,102419.18,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,349430.14,P5331,349430.14,16.88,FALSE,FALSE,349430.14,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,753082.19,P6307,753082.19,16.88,FALSE,FALSE,753082.19,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,idle,321315.07,P7279,321315.07,16.88,FALSE,FALSE,321315.07,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,16.88,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Mineralölverbundleitung Schwedt GmbH [45.0%] -> Druzhba Oil Pipeline [100.0%],Mineralölverbundleitung Schwedt GmbH,E100001015277,Global Oil Infrastructure Tracker,operating,120493.15,P7280,120493.15,16.88,FALSE,FALSE,120493.15,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Transalpine Oil Pipeline,,Rosneft PJSC -> Transalpine Pipeline Group  [unknown %] -> Transalpine Oil Pipeline [100.0%],Transalpine Pipeline Group,E100001015944,Global Oil Infrastructure Tracker,operating,850000,P0679,850000,,TRUE,FALSE,850000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Transalpine Oil Pipeline,,Rosneft PJSC -> Transalpine Pipeline Group  [unknown %] -> Transalpine Oil Pipeline [100.0%],Transalpine Pipeline Group,E100001015944,Global Oil Infrastructure Tracker,proposed,80328.77,P5167,80328.77,,TRUE,FALSE,80328.77,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Transalpine Oil Pipeline,,Rosneft PJSC -> Transalpine Pipeline Group  [unknown %] -> Transalpine Oil Pipeline [100.0%],Transalpine Pipeline Group,E100001015944,Global Oil Infrastructure Tracker,operating,--,P6261,--,,TRUE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Rostock-Schwedt Oil Pipeline,37.5,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Rostock-Schwedt Oil Pipeline [100.0%],PCK Raffinerie GmbH,E100000003733,Global Oil Infrastructure Tracker,operating,140000,P0677,140000,37.5,FALSE,FALSE,140000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Rostock-Schwedt Oil Pipeline,37.5,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Rostock-Schwedt Oil Pipeline [100.0%],PCK Raffinerie GmbH,E100000003733,Global Oil Infrastructure Tracker,proposed,--,P6331,--,37.5,FALSE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,North-West Oil Pipeline Network,16.850000000000001,Rosneft PJSC -> Ruhr Oel GmbH [50.0%] -> Nord-West Oelleitung GmbH [33.7%] -> North-West Oil Pipeline Network [100.0%],Nord-West Oelleitung GmbH,E100001015564,Global Oil Infrastructure Tracker,operating,161000,P0673,161000,16.85,FALSE,FALSE,161000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,North-West Oil Pipeline Network,16.850000000000001,Rosneft PJSC -> Ruhr Oel GmbH [50.0%] -> Nord-West Oelleitung GmbH [33.7%] -> North-West Oil Pipeline Network [100.0%],Nord-West Oelleitung GmbH,E100001015564,Global Oil Infrastructure Tracker,operating,328000,P3102,328000,16.85,FALSE,FALSE,328000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Vostok Oil Pipeline,,Rosneft PJSC -> RN Trade LLC [unknown %] -> Vostok Oil LLC [85.0%] -> Vostok Oil Pipeline [100.0%],Vostok Oil LLC,E100001016009,Global Oil Infrastructure Tracker,construction,251027.4,P3675,251027.4,,TRUE,FALSE,251027.4,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Vostok Oil Pipeline,,Rosneft PJSC -> RN Trade LLC [unknown %] -> Vostok Oil LLC [85.0%] -> Vostok Oil Pipeline [100.0%],Vostok Oil LLC,E100001016009,Global Oil Infrastructure Tracker,proposed,1004109.59,P7155,1004109.59,,TRUE,FALSE,1004109.59,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Vostok Oil Pipeline,,Rosneft PJSC -> RN Trade LLC [unknown %] -> Vostok Oil LLC [85.0%] -> Vostok Oil Pipeline [100.0%],Vostok Oil LLC,E100001016009,Global Oil Infrastructure Tracker,proposed,803287.67,P7156,803287.67,,TRUE,FALSE,803287.67,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Vostok Oil Pipeline,,Rosneft PJSC -> RN Trade LLC [unknown %] -> Vostok Oil LLC [85.0%] -> Vostok Oil Pipeline [100.0%],Vostok Oil LLC,E100001016009,Global Oil Infrastructure Tracker,construction,251027.4,P7160,251027.4,,TRUE,FALSE,251027.4,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Burgas-Alexandroupolis Oil Pipeline,,Rosneft PJSC -> Burgas-Alexandroupolis Oil Pipeline [unknown %],Rosneft PJSC,E100000000874,Global Oil Infrastructure Tracker,proposed,700000,P0667,700000,,TRUE,FALSE,700000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Suzun–Vankor Oil Pipeline,,Rosneft PJSC -> Vankorneft JSC [unknown %] -> Suzun–Vankor Oil Pipeline [100.0%],Vankorneft JSC,E100001016002,Global Oil Infrastructure Tracker,operating,--,P3708,--,,TRUE,TRUE,,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Samsun–Ceyhan Pipeline,,Rosneft PJSC -> Samsun–Ceyhan Pipeline [unknown %],Rosneft PJSC,E100000000874,Global Oil Infrastructure Tracker,cancelled,1500000,P0662,1500000,,TRUE,FALSE,1500000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Vankor-Purpe Pipeline,100,Rosneft PJSC -> Vankor-Purpe Pipeline [100.0%],Rosneft PJSC,E100000000874,Global Oil Infrastructure Tracker,operating,502054.79,P0660,502054.79,100,FALSE,FALSE,502054.79,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Caspian Pipeline,3.82,Rosneft PJSC -> Rosneft-Shell Caspian Ventures Ltd [51.0%] -> Caspian Pipeline [7.5%],Rosneft-Shell Caspian Ventures Ltd,E100001015993,Global Oil Infrastructure Tracker,operating,1340000,P0646,1340000,3.82,FALSE,FALSE,1340000,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Caspian Pipeline,3.82,Rosneft PJSC -> Rosneft-Shell Caspian Ventures Ltd [51.0%] -> Caspian Pipeline [7.5%],Rosneft-Shell Caspian Ventures Ltd,E100001015993,Global Oil Infrastructure Tracker,operating,321315.07,P2044,321315.07,3.82,FALSE,FALSE,321315.07,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,37.5,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Druzhba Oil Pipeline [100.0%],PCK Raffinerie GmbH,E100000003733,Global Oil Infrastructure Tracker,operating,739024.66,P0653,739024.66,37.5,FALSE,FALSE,739024.66,FALSE,1,FALSE,TRUE,FALSE,TRUE
E100000000874,Rosneft PJSC,Russia,Russia,Druzhba Oil Pipeline,37.5,Rosneft PJSC -> Rosneft Deutschland GmbH [100.0%] -> PCK Raffinerie GmbH [37.5%] -> Druzhba Oil Pipeline [100.0%],PCK Raffinerie GmbH,E100000003733,Global Oil Infrastructure Tracker,cancelled,502054.79,P2020,502054.79,37.5,FALSE,FALSE,502054.79,FALSE,1,FALSE,TRUE,FALSE,TRUE
