work_shift,type,refinery,origin_departure_date,origin_net_weight,destination_arrival_date,destination_net_weight,raw_row_number,missing_weight_flag,weight_difference,weight_difference_sign,duplicate_group_size,duplicate_flag,origin_calendar_year,origin_calendar_month,origin_calendar_day,destination_calendar_year,destination_calendar_month,destination_calendar_day,date_format_flag,date_label_order_flag
Day shift,VB,Shiraz,1399/02/04,24290,1399/02/06,24270,126,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,4,1399,2,6,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/05,23970,1399/02/06,24040,127,FALSE,70,positive_raw_difference,1,FALSE,1399,2,5,1399,2,6,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,25290,1399/02/07,25280,128,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,23990,1399/02/07,24130,129,FALSE,140,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,23770,1399/02/07,24000,130,FALSE,230,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,25250,1399/02/07,25420,131,FALSE,170,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,24310,1399/02/07,24440,132,FALSE,130,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,26230,1399/02/07,26320,133,FALSE,90,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/06,24300,1399/02/07,24280,134,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/06,22920,1399/02/07,22930,135,FALSE,10,positive_raw_difference,1,FALSE,1399,2,6,1399,2,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/09,24650,1399/02/10,24590,136,FALSE,-60,negative_raw_difference,1,FALSE,1399,2,9,1399,2,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/02/12,26560,1399/02/14,26560,137,FALSE,0,zero_raw_difference,1,FALSE,1399,2,12,1399,2,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/02/20,26940,1399/02/22,26920,138,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,20,1399,2,22,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/30,24230,1399/02/31,24440,139,FALSE,210,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/30,25600,1399/02/31,25570,140,FALSE,-30,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/30,24180,1399/02/31,24150,141,FALSE,-30,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,24230,1399/02/31,24270,142,FALSE,40,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,24990,1399/02/31,24970,143,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,22160,1399/02/31,22120,144,FALSE,-40,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,25870,1399/02/31,25860,145,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,24530,1399/02/31,24640,146,FALSE,110,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,24850,1399/02/31,24930,147,FALSE,80,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,25160,1399/02/31,25120,148,FALSE,-40,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,22640,1399/02/31,22700,149,FALSE,60,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,25810,1399/02/31,25760,150,FALSE,-50,negative_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/30,24450,1399/02/31,24680,151,FALSE,230,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/31,24280,1399/02/31,24280,152,FALSE,0,zero_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/30,23750,1399/02/31,23860,153,FALSE,110,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,25250,1399/02/31,25220,154,FALSE,-30,negative_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/30,26090,1399/02/31,26220,155,FALSE,130,positive_raw_difference,1,FALSE,1399,2,30,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,22560,1399/02/31,22570,156,FALSE,10,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,26190,1399/02/31,26230,157,FALSE,40,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,24990,1399/02/31,25110,158,FALSE,120,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,25550,1399/02/31,25530,159,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,24630,1399/02/31,24620,160,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,24930,1399/02/31,25060,161,FALSE,130,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,21740,1399/02/31,21760,162,FALSE,20,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,23610,1399/02/31,23660,163,FALSE,50,positive_raw_difference,1,FALSE,1399,2,31,1399,2,31,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/31,24530,1399/03/01,24570,164,FALSE,40,positive_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Shiraz,1399/02/31,15050,1399/03/01,15110,165,FALSE,60,positive_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Shiraz,1399/02/31,24240,1399/03/01,24230,166,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Shiraz,1399/02/31,24070,1399/03/01,24060,167,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Shiraz,1399/02/31,26880,1399/03/01,26860,168,FALSE,-20,negative_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Shiraz,1399/02/31,25010,1399/03/01,25090,169,FALSE,80,positive_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,23170,1399/03/01,23170,170,FALSE,0,zero_raw_difference,1,FALSE,1399,2,31,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,24470,1399/03/01,24440,171,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,1,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,25100,1399/03/01,25080,172,FALSE,-20,negative_raw_difference,1,FALSE,1399,3,1,1399,3,1,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,23880,1399/03/02,23840,173,FALSE,-40,negative_raw_difference,1,FALSE,1399,2,31,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,26310,1399/03/02,26300,174,FALSE,-10,negative_raw_difference,1,FALSE,1399,2,31,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,25790,1399/03/02,25760,175,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,1,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,23970,1399/03/02,23940,176,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,1,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,25310,1399/03/02,25260,177,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,1,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/03/01,24310,1399/03/02,24290,178,FALSE,-20,negative_raw_difference,1,FALSE,1399,3,1,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Shiraz,1399/02/31,24150,1399/03/02,24070,179,FALSE,-80,negative_raw_difference,1,FALSE,1399,2,31,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/02/31,28200,1399/03/02,28240,180,FALSE,40,positive_raw_difference,1,FALSE,1399,2,31,1399,3,2,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/04,23767,1399/03/05,23790,181,FALSE,23,positive_raw_difference,1,FALSE,1399,3,4,1399,3,5,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/04,24430,1399/03/05,24300,182,FALSE,-130,negative_raw_difference,1,FALSE,1399,3,4,1399,3,5,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/04,22381,1399/03/06,22320,183,FALSE,-61,negative_raw_difference,1,FALSE,1399,3,4,1399,3,6,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/06,23481,1399/03/07,23450,184,FALSE,-31,negative_raw_difference,1,FALSE,1399,3,6,1399,3,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/07,22330,1399/03/07,22320,185,FALSE,-10,negative_raw_difference,1,FALSE,1399,3,7,1399,3,7,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/09,25080,1399/03/10,25040,186,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/09,25570,1399/03/10,25550,187,FALSE,-20,negative_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/08,23230,1399/03/10,23190,188,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,8,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,25920,1399/03/10,25900,189,FALSE,-20,negative_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,28770,1399/03/10,28720,190,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,26140,1399/03/10,26070,191,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/08,24250,1399/03/11,24160,192,FALSE,-90,negative_raw_difference,1,FALSE,1399,3,8,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,23730,1399/03/11,23690,193,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,9,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,24300,1399/03/10,24300,194,FALSE,0,zero_raw_difference,1,FALSE,1399,3,9,1399,3,10,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/08,26040,1399/03/11,26000,195,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,8,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Iso-Recycle,Tehran,1399/03/10,25730,1399/03/11,25730,196,FALSE,0,zero_raw_difference,1,FALSE,1399,3,10,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/10,23900,1399/03/11,23840,197,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,10,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/09,24410,1399/03/11,24340,198,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,9,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/09,24150,1399/03/11,24090,199,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,9,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Iso-Recycle,Tehran,1399/03/10,26510,1399/03/11,26480,200,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,10,1399,3,11,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/10,24600,1399/03/12,24610,201,FALSE,10,positive_raw_difference,1,FALSE,1399,3,10,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/10,24680,1399/03/12,24670,202,FALSE,-10,negative_raw_difference,1,FALSE,1399,3,10,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Iso-Recycle,Tehran,1399/03/10,25550,1399/03/12,25480,203,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,10,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/10,23710,1399/03/12,23640,204,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,10,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/12,22570,1399/03/12,22610,205,FALSE,40,positive_raw_difference,1,FALSE,1399,3,12,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/09,22580,1399/03/12,22520,206,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,9,1399,3,12,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/11,25030,1399/03/13,25030,207,FALSE,0,zero_raw_difference,1,FALSE,1399,3,11,1399,3,13,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Iso-Recycle,Tehran,1399/03/11,26640,1399/03/13,26620,208,FALSE,-20,negative_raw_difference,1,FALSE,1399,3,11,1399,3,13,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/11,25120,1399/03/13,25020,209,FALSE,-100,negative_raw_difference,1,FALSE,1399,3,11,1399,3,13,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/13,22460,1399/03/13,22420,210,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,13,1399,3,13,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/13,22734,1399/03/14,22980,211,FALSE,246,positive_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/13,23010,1399/03/14,22620,212,FALSE,-390,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/13,21620,1399/03/13,21660,213,FALSE,40,positive_raw_difference,1,FALSE,1399,3,13,1399,3,13,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/13,22560,1399/03/14,22430,214,FALSE,-130,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,Condensate,South Pars,1399/03/13,22788,1399/03/14,22560,215,FALSE,-228,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/12,23920,1399/03/14,23890,216,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,12,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/12,24210,1399/03/14,24200,217,FALSE,-10,negative_raw_difference,1,FALSE,1399,3,12,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/13,22840,1399/03/14,22780,218,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/13,22720,1399/03/14,22640,219,FALSE,-80,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/13,25880,1399/03/14,25870,220,FALSE,-10,negative_raw_difference,1,FALSE,1399,3,13,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/14,22260,1399/03/14,22300,221,FALSE,40,positive_raw_difference,1,FALSE,1399,3,14,1399,3,14,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/14,22738,1399/03/15,22840,222,FALSE,102,positive_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/14,24110,1399/03/15,24000,223,FALSE,-110,negative_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/14,21460,1399/03/15,21390,224,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/14,25245,1399/03/15,25160,225,FALSE,-85,negative_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,VB,Tehran,1399/03/14,24940,1399/03/15,24910,226,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/14,21460,1399/03/15,21500,227,FALSE,40,positive_raw_difference,1,FALSE,1399,3,14,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/13,26840,1399/03/15,26760,228,FALSE,-80,negative_raw_difference,1,FALSE,1399,3,13,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/13,26120,1399/03/16,26050,229,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,13,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/14,22260,1399/03/16,22200,230,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,14,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/14,25515,1399/03/16,25500,231,FALSE,-15,negative_raw_difference,1,FALSE,1399,3,14,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/14,26525,1399/03/16,26510,232,FALSE,-15,negative_raw_difference,1,FALSE,1399,3,14,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/15,22720,1399/03/16,22680,233,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,15,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/14,24140,1399/03/16,24110,234,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,14,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/14,26455,1399/03/16,26420,235,FALSE,-35,negative_raw_difference,1,FALSE,1399,3,14,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/15,21440,1399/03/16,21380,236,FALSE,-60,negative_raw_difference,1,FALSE,1399,3,15,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/15,25080,1399/03/17,25030,237,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,15,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,VB,Tehran,1399/03/15,23635,1399/03/17,23600,238,FALSE,-35,negative_raw_difference,1,FALSE,1399,3,15,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/15,22100,1399/03/15,22020,239,FALSE,-80,negative_raw_difference,1,FALSE,1399,3,15,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/15,22310,1399/03/15,22240,240,FALSE,-70,negative_raw_difference,1,FALSE,1399,3,15,1399,3,15,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/15,22360,1399/03/16,22400,241,FALSE,40,positive_raw_difference,1,FALSE,1399,3,15,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/15,22240,1399/03/16,22420,242,FALSE,180,positive_raw_difference,1,FALSE,1399,3,15,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/16,22450,1399/03/16,22470,243,FALSE,20,positive_raw_difference,1,FALSE,1399,3,16,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/16,21990,1399/03/16,21950,244,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,16,1399,3,16,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,C5+,Pars Petrochemical,1399/03/16,21420,1399/03/17,21310,245,FALSE,-110,negative_raw_difference,1,FALSE,1399,3,16,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/16,22180,1399/03/17,22210,246,FALSE,30,positive_raw_difference,1,FALSE,1399,3,16,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/16,22620,1399/03/17,22570,247,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,16,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,C5+,Pars Petrochemical,1399/03/17,21980,1399/03/17,22010,248,FALSE,30,positive_raw_difference,1,FALSE,1399,3,17,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/15,24340,1399/03/18,24290,249,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,15,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,VB,Tehran,1399/03/15,23175,1399/03/18,23090,250,FALSE,-85,negative_raw_difference,1,FALSE,1399,3,15,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/17,22300,1399/03/17,22360,251,FALSE,60,positive_raw_difference,1,FALSE,1399,3,17,1399,3,17,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/17,22700,1399/03/18,22650,252,FALSE,-50,negative_raw_difference,1,FALSE,1399,3,17,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/17,23085,1399/03/18,22880,253,FALSE,-205,negative_raw_difference,1,FALSE,1399,3,17,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/17,21870,1399/03/18,21870,254,FALSE,0,zero_raw_difference,1,FALSE,1399,3,17,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Iso-Recycle,Tehran,1399/03/12,26200,1399/03/18,26170,255,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,12,1399,3,18,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
