ref_area,reference_area,unit_measure,unit_of_measure,transport_mode,transport_mode_2,time_period,obs_value,obs_status,observation_status,unit_mult,unit_multiplier,observation_is_missing,observation_is_provisional,observation_is_estimated,observation_has_time_series_break
NOR,Norway,T,Tonnes,RAIL,Rail,2022,2646,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,RAIL,Rail,2021,2572,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,RAIL,Rail,2020,2419,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,MAR,Maritime,2019,4885,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,MAR,Maritime,2022,4771,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,MAR,Maritime,2021,4358,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,MAR,Maritime,2020,27273,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,MAR,Maritime,2019,26582,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,RAIL,Rail,2019,5040,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,RAIL,Rail,2022,4500,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,RAIL,Rail,2021,4570,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,MAR,Maritime,2019,101870,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,MAR,Maritime,2022,81683,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,MAR,Maritime,2021,93354,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,MAR,Maritime,2021,282141,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,MAR,Maritime,2020,268789,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,RAIL,Rail,2020,1852,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,RAIL,Rail,2019,16055,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,RAIL,Rail,2020,589,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,MAR,Maritime,2020,499768,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,RAIL,Rail,2020,1287,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LIE,Liechtenstein,T,Tonnes,RAIL,Rail,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,RAIL,Rail,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,RAIL,Rail,2019,4133,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,MAR,Maritime,2020,41081,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,MAR,Maritime,2020,21656,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ROU,Romania,T,Tonnes,RAIL,Rail,2019,1642,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,RAIL,Rail,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,RAIL,Rail,2020,920,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,RAIL,Rail,2020,1709185,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,MAR,Maritime,2022,6747,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,RAIL,Rail,2022,692,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
RUS,Russia,T,Tonnes,RAIL,Rail,2019,48027,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,MAR,Maritime,2020,117807,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GBR,United Kingdom,T,Tonnes,MAR,Maritime,2020,62155,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,MAR,Maritime,2020,121711,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,RAIL,Rail,2020,3,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,MAR,Maritime,2020,50545,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SRB,Serbia,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
BLR,Belarus,T,Tonnes,RAIL,Rail,2020,8480,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,RAIL,Rail,2020,1862,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,RAIL,Rail,2020,140,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ROU,Romania,T,Tonnes,MAR,Maritime,2019,5250,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,MAR,Maritime,2020,47877,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,RAIL,Rail,2020,8841,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,MAR,Maritime,2022,2591,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,MAR,Maritime,2021,11412,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,MAR,Maritime,2020,13536,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHE,Switzerland,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LIE,Liechtenstein,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,MAR,Maritime,2021,30523,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,RAIL,Rail,2020,21273,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,RAIL,Rail,2019,3,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,RAIL,Rail,2022,0,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,RAIL,Rail,2021,3,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,MAR,Maritime,2019,54246,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,MAR,Maritime,2022,40288,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,MAR,Maritime,2021,44696,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SRB,Serbia,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SRB,Serbia,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SRB,Serbia,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
BLR,Belarus,T,Tonnes,RAIL,Rail,2019,6178,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,RAIL,Rail,2019,1310,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,RAIL,Rail,2022,2298,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,RAIL,Rail,2021,1950,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,RAIL,Rail,2019,158,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,RAIL,Rail,2022,161,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,RAIL,Rail,2021,114,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,MAR,Maritime,2019,55203,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,MAR,Maritime,2022,58389,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,MAR,Maritime,2021,59218,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,RAIL,Rail,2019,9473,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,RAIL,Rail,2022,8429,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,RAIL,Rail,2021,9373,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,MAR,Maritime,2021,2629,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,MAR,Maritime,2020,2617,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,MAR,Maritime,2019,2787,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,MAR,Maritime,2019,13002,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,MAR,Maritime,2020,11876,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,MAR,Maritime,2022,11160,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,MAR,Maritime,2019,13933,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MLT,Malta,T,Tonnes,RAIL,Rail,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ALB,Albania,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
ARM,Armenia,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,RAIL,Rail,2020,41046,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,MAR,Maritime,2022,9027,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,MAR,Maritime,2022,799,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,RAIL,Rail,2020,2134,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
CAN,Canada,T,Tonnes,RAIL,Rail,2020,33171,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,MAR,Maritime,2019,195290,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,MAR,Maritime,2020,3157,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MEX,Mexico,T,Tonnes,MAR,Maritime,2020,153890,E,Estimated value,3,Thousands,FALSE,FALSE,TRUE,FALSE
AUT,Austria,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,RAIL,Rail,2020,931,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,RAIL,Rail,2022,7422,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,MAR,Maritime,2021,8796,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NZL,New Zealand,T,Tonnes,RAIL,Rail,2022,10,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,MAR,Maritime,2022,2253,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,RAIL,Rail,2019,874,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,RAIL,Rail,2020,17975,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BEL,Belgium,T,Tonnes,MAR,Maritime,2020,120119,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,RAIL,Rail,2020,1318,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,RAIL,Rail,2020,16161,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,RAIL,Rail,2019,19313,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,RAIL,Rail,2020,64929,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHE,Switzerland,T,Tonnes,RAIL,Rail,2021,21839,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,MAR,Maritime,2020,134077,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BLR,Belarus,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,MAR,Maritime,2019,6656,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,MAR,Maritime,2019,1727,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,RAIL,Rail,2022,22946,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,RAIL,Rail,2021,22752,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MKD,North Macedonia,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,RAIL,Rail,2020,6335,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,MAR,Maritime,2019,7662,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,MAR,Maritime,2020,4495,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,RAIL,Rail,2020,356,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,RAIL,Rail,2020,4133,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,RAIL,Rail,2019,492,P,Provisional value,3,Thousands,FALSE,TRUE,FALSE,FALSE
NOR,Norway,T,Tonnes,RAIL,Rail,2019,2591,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,MAR,Maritime,2020,4683,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,MAR,Maritime,2021,27825,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,RAIL,Rail,2020,4919,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,MAR,Maritime,2020,96272,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,MAR,Maritime,2019,294529,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,MAR,Maritime,2019,3138,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,MAR,Maritime,2022,3806,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HRV,Croatia,T,Tonnes,MAR,Maritime,2021,3472,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MEX,Mexico,T,Tonnes,MAR,Maritime,2019,169188,E,Estimated value,3,Thousands,FALSE,FALSE,TRUE,FALSE
MEX,Mexico,T,Tonnes,MAR,Maritime,2022,197900,E,Estimated value,3,Thousands,FALSE,FALSE,TRUE,FALSE
MEX,Mexico,T,Tonnes,MAR,Maritime,2021,187113,E,Estimated value,3,Thousands,FALSE,FALSE,TRUE,FALSE
AUT,Austria,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,RAIL,Rail,2019,786,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,RAIL,Rail,2022,1252,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,RAIL,Rail,2021,917,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,RAIL,Rail,2021,7075,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,RAIL,Rail,2020,6700,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,T,Tonnes,RAIL,Rail,2019,5766,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,MAR,Maritime,2019,8009,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,MAR,Maritime,2020,7806,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,T,Tonnes,MAR,Maritime,2022,8457,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NZL,New Zealand,T,Tonnes,RAIL,Rail,2021,11,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NZL,New Zealand,T,Tonnes,RAIL,Rail,2020,10,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NZL,New Zealand,T,Tonnes,RAIL,Rail,2019,11,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,MAR,Maritime,2021,1907,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,MAR,Maritime,2020,1814,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,MAR,Maritime,2019,1965,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FIN,Finland,T,Tonnes,RAIL,Rail,2022,631,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
