ref_area,reference_area,unit_measure,unit_of_measure,transport_mode,transport_mode_2,time_period,obs_value,obs_status,observation_status,unit_mult,unit_multiplier,observation_is_missing,observation_is_provisional,observation_is_estimated,observation_has_time_series_break
LIE,Liechtenstein,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,MAR,Maritime,2019,26552,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,MAR,Maritime,2020,27953,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,T,Tonnes,MAR,Maritime,2022,29112,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,RAIL,Rail,2019,23506,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
JPN,Japan,T,Tonnes,RAIL,Rail,2021,20819,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
RUS,Russia,T,Tonnes,MAR,Maritime,2019,56503,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ARM,Armenia,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ARM,Armenia,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ARM,Armenia,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,RAIL,Rail,2019,45493,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,RAIL,Rail,2022,47782,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ITA,Italy,T,Tonnes,RAIL,Rail,2021,46373,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,MAR,Maritime,2021,9034,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,MAR,Maritime,2020,8120,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,MAR,Maritime,2019,8971,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,MAR,Maritime,2021,631,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,MAR,Maritime,2020,512,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AZE,Azerbaijan,T,Tonnes,MAR,Maritime,2019,435,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,RAIL,Rail,2019,2547,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISR,Israel,T,Tonnes,RAIL,Rail,2021,2176,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,MAR,Maritime,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
CAN,Canada,T,Tonnes,RAIL,Rail,2019,37138,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CAN,Canada,T,Tonnes,RAIL,Rail,2022,36809,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CAN,Canada,T,Tonnes,RAIL,Rail,2021,37043,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,MAR,Maritime,2021,198283,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,MAR,Maritime,2022,187568,P,Provisional value,3,Thousands,FALSE,TRUE,FALSE,FALSE
ESP,Spain,T,Tonnes,MAR,Maritime,2020,193783,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,RAIL,Rail,2022,7214,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,RAIL,Rail,2021,4655,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,T,Tonnes,RAIL,Rail,2020,4302,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,MAR,Maritime,2019,41590,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,MAR,Maritime,2022,39392,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,MAR,Maritime,2021,40483,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,MAR,Maritime,2019,23085,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,MAR,Maritime,2022,22756,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,MAR,Maritime,2021,23115,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,RAIL,Rail,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,RAIL,Rail,2020,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,RAIL,Rail,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,RAIL,Rail,2019,848,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,RAIL,Rail,2022,1283,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,T,Tonnes,RAIL,Rail,2021,999,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,RAIL,Rail,2019,1565059,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,RAIL,Rail,2022,1854917,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,RAIL,Rail,2021,1974278,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,MAR,Maritime,2021,6640,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,MAR,Maritime,2020,7128,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NOR,Norway,T,Tonnes,MAR,Maritime,2019,6411,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,RAIL,Rail,2021,836,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,RAIL,Rail,2020,736,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GRC,Greece,T,Tonnes,RAIL,Rail,2019,691,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
RUS,Russia,T,Tonnes,RAIL,Rail,2020,56946,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,MAR,Maritime,2019,125257,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,MAR,Maritime,2022,111039,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,MAR,Maritime,2021,120758,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GBR,United Kingdom,T,Tonnes,MAR,Maritime,2019,66765,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GBR,United Kingdom,T,Tonnes,MAR,Maritime,2022,61778,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GBR,United Kingdom,T,Tonnes,MAR,Maritime,2021,63383,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,MAR,Maritime,2019,118768,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,MAR,Maritime,2022,130245,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,MAR,Maritime,2021,131860,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,RAIL,Rail,2022,5399,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,RAIL,Rail,2021,5318,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,MAR,Maritime,2019,575074,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,MAR,Maritime,2022,503354,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
KOR,Korea,T,Tonnes,MAR,Maritime,2021,531709,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,RAIL,Rail,2019,1411,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,RAIL,Rail,2022,1533,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,RAIL,Rail,2021,1874,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LIE,Liechtenstein,T,Tonnes,RAIL,Rail,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LIE,Liechtenstein,T,Tonnes,RAIL,Rail,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LIE,Liechtenstein,T,Tonnes,RAIL,Rail,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,RAIL,Rail,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,RAIL,Rail,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,RAIL,Rail,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MDA,Moldova,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,RAIL,Rail,2019,539,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,RAIL,Rail,2022,2984,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,T,Tonnes,RAIL,Rail,2021,1966,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,RAIL,Rail,2022,14851,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,RAIL,Rail,2021,15547,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,T,Tonnes,RAIL,Rail,2020,15139,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVK,Slovak Republic,T,Tonnes,RAIL,Rail,2019,5635,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
RUS,Russia,T,Tonnes,MAR,Maritime,2020,57665,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,10056,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
KOR,Korea,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,28822371,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,293051,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
ROU,Romania,TEU,Twenty-foot equivalent units,MAR,Maritime,2019,664695,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
MKD,North Macedonia,TEU,Twenty-foot equivalent units,MAR,Maritime,2021,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
PRT,Portugal,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,404588,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
PRT,Portugal,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,2983698,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
MLT,Malta,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
SVK,Slovak Republic,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
JPN,Japan,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,21668180,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
EST,Estonia,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,44957,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
GRC,Greece,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,81342,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
CAN,Canada,TEU,Twenty-foot equivalent units,MAR,Maritime,2021,7144600,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
BGR,Bulgaria,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,306903,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
NOR,Norway,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,924585,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
NZL,New Zealand,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,3048640,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
ALB,Albania,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,138477,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
KAZ,Kazakhstan,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,22000,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
CHL,Chile,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,4194374,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
DEU,Germany,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,7086209,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
FIN,Finland,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,35536,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
BLR,Belarus,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,1002508,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,1048082,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
SWE,Sweden,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,418631,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,TEU,Twenty-foot equivalent units,RAIL,Rail,2020,1140991,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LIE,Liechtenstein,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
SRB,Serbia,TEU,Twenty-foot equivalent units,MAR,Maritime,2019,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
MEX,Mexico,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,6463365,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,14562102,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
MDA,Moldova,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
AUT,Austria,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
CZE,Czechia,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,1791675,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,1669890,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
CZE,Czechia,TEU,Twenty-foot equivalent units,RAIL,Rail,2021,1691000,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,TEU,Twenty-foot equivalent units,MAR,Maritime,2022,472220,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,TEU,Twenty-foot equivalent units,MAR,Maritime,2021,428879,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
LVA,Latvia,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,457979,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
ALB,Albania,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
ALB,Albania,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
ALB,Albania,TEU,Twenty-foot equivalent units,RAIL,Rail,2021,,M,Missing value; data cannot exist,0,Units,TRUE,FALSE,FALSE,FALSE
IRL,Ireland,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,8532,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,TEU,Twenty-foot equivalent units,RAIL,Rail,2022,9863,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
IRL,Ireland,TEU,Twenty-foot equivalent units,RAIL,Rail,2021,12378,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
KOR,Korea,TEU,Twenty-foot equivalent units,MAR,Maritime,2021,30038303,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
KOR,Korea,TEU,Twenty-foot equivalent units,MAR,Maritime,2020,29100531,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
KOR,Korea,TEU,Twenty-foot equivalent units,MAR,Maritime,2019,29225619,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
HUN,Hungary,TEU,Twenty-foot equivalent units,RAIL,Rail,2019,401290,A,Normal value,0,Units,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,RAIL,Rail,2022,20402,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,RAIL,Rail,2021,19463,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BEL,Belgium,T,Tonnes,MAR,Maritime,2019,117726,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BEL,Belgium,T,Tonnes,MAR,Maritime,2021,121303,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BEL,Belgium,T,Tonnes,MAR,Maritime,2022,109138,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,RAIL,Rail,2019,1276,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,RAIL,Rail,2022,1503,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,RAIL,Rail,2021,1202,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LUX,Luxembourg,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,RAIL,Rail,2019,14911,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,RAIL,Rail,2022,17695,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
TUR,Türkiye,T,Tonnes,RAIL,Rail,2021,17882,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,RAIL,Rail,2022,21053,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,RAIL,Rail,2021,21077,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
FRA,France,T,Tonnes,RAIL,Rail,2020,17895,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,RAIL,Rail,2019,63686,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,RAIL,Rail,2022,73682,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
DEU,Germany,T,Tonnes,RAIL,Rail,2021,72068,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHE,Switzerland,T,Tonnes,RAIL,Rail,2020,16963,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHE,Switzerland,T,Tonnes,RAIL,Rail,2019,21002,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHE,Switzerland,T,Tonnes,RAIL,Rail,2022,20773,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,MAR,Maritime,2019,133561,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,MAR,Maritime,2022,123319,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
NLD,Netherlands,T,Tonnes,MAR,Maritime,2021,137904,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
BLR,Belarus,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,MAR,Maritime,2022,8183,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,MAR,Maritime,2021,6536,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
LTU,Lithuania,T,Tonnes,MAR,Maritime,2020,5958,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,MAR,Maritime,2022,1611,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,MAR,Maritime,2021,1753,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ALB,Albania,T,Tonnes,MAR,Maritime,2020,1549,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,RAIL,Rail,2021,23460,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,RAIL,Rail,2020,21365,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
POL,Poland,T,Tonnes,RAIL,Rail,2019,18696,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,RAIL,Rail,2020,21296,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,RAIL,Rail,2019,22566,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
AUT,Austria,T,Tonnes,RAIL,Rail,2022,23577,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
MKD,North Macedonia,T,Tonnes,MAR,Maritime,2019,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MKD,North Macedonia,T,Tonnes,MAR,Maritime,2022,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
MKD,North Macedonia,T,Tonnes,MAR,Maritime,2021,,M,Missing value; data cannot exist,3,Thousands,TRUE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,RAIL,Rail,2019,6510,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,RAIL,Rail,2022,6527,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ESP,Spain,T,Tonnes,RAIL,Rail,2021,6897,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,MAR,Maritime,2022,7754,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,MAR,Maritime,2021,7751,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
ISL,Iceland,T,Tonnes,MAR,Maritime,2020,6970,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,MAR,Maritime,2019,5499,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,MAR,Maritime,2022,4348,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
GEO,Georgia,T,Tonnes,MAR,Maritime,2021,3723,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,RAIL,Rail,2019,636,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,RAIL,Rail,2022,561,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
EST,Estonia,T,Tonnes,RAIL,Rail,2021,544,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,RAIL,Rail,2019,4555,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,RAIL,Rail,2022,4015,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
SVN,Slovenia,T,Tonnes,RAIL,Rail,2021,4092,A,Normal value,3,Thousands,FALSE,FALSE,FALSE,FALSE
CHL,Chile,T,Tonnes,RAIL,Rail,2022,831,P,Provisional value,3,Thousands,FALSE,TRUE,FALSE,FALSE
CHL,Chile,T,Tonnes,RAIL,Rail,2021,977,P,Provisional value,3,Thousands,FALSE,TRUE,FALSE,FALSE
CHL,Chile,T,Tonnes,RAIL,Rail,2020,710,P,Provisional value,3,Thousands,FALSE,TRUE,FALSE,FALSE
