project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported,project_id_is_unique,workbook_exact_duplicate_groups,workbook_exact_duplicate_rows_beyond_first
P0951,Paradip-Haldia-Barauni Oil Pipeline (PHBPL),6,6,1,0,0,1,operating,FALSE,31,31
P0952,Salaya–Mathura Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P0956,Vadinar-Bina Crude Oil Pipeline,6,6,2,0,0,1,operating,FALSE,31,31
P1210,Longford to Long Island Point Oil Pipeline,6,6,1,0,0,1,retired,FALSE,31,31
P1293,Beta Crude Connector,6,6,1,0,0,1,operating,FALSE,31,31
P1302,Voyager Pipeline,6,6,2,6,0,1,shelved,FALSE,31,31
P1310,Liberty Pipeline,6,6,1,0,0,1,cancelled,FALSE,31,31
P2200,Île-de-France Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2293,Chayanda-Eastern Siberia-Pacific Ocean Oil Pipeline,6,6,1,5,0,1,operating,FALSE,31,31
P2572,North Line Crude Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2677,Arbuckle II Y-Grade Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2685,Bluestem Y-Grade Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2688,Bakken NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2690,Arbuckle II Y-Grade Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P2695,Bakken NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3128,OSPAR Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3129,ORBIG Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3130,OSDUC Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3131,ORBEL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3164,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed,FALSE,31,31
P3592,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3593,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3668,Willow Oil Pipeline,6,6,1,0,0,1,proposed,FALSE,31,31
P3835,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3836,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3837,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3838,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3839,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3840,West Texas LPG Pipeline,6,6,1,0,6,0,operating,FALSE,31,31
P3841,West Texas LPG Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3842,West Texas LPG Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P3857,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed,FALSE,31,31
P3858,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed,FALSE,31,31
P3869,Amerisur Binational Pipeline,6,6,1,6,0,1,operating,FALSE,31,31
P3889,New Mundra–Panipat Oil Pipeline,6,6,1,0,0,1,construction,FALSE,31,31
P5191,Mumbai High - Uran Trunk Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5192,Bombay-Uran Trunk Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5430,OSCAB Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5431,OSVAT-30 Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5432,OSVAT-34 Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5433,OSCAN-22 Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5434,OSVAT Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5435,OSBAT Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5436,ORSOL Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P5484,Black Coyote Pipeline System,6,6,1,0,6,0,operating,FALSE,31,31
P6080,Parsian Sepehr-Asaluyeh NGLs Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P6081,Panipat-Jalandhar LPG Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P6267,Porto Marghera-Mantova Oil Pipeline,6,6,1,1,6,0,retired,FALSE,31,31
P6283,Mazeikiai-Butinge Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P6296,Constanta-Ploesti Oil Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P6431,OSBRA Pipeline,6,6,1,6,0,1,operating,FALSE,31,31
P6445,NC 41–Mellitah Condensate NGL pipeline,6,6,2,0,6,0,proposed,FALSE,31,31
P6470,Conway Line,6,6,1,6,6,0,operating,FALSE,31,31
P6471,Conway Bushton System,6,6,1,6,6,0,operating,FALSE,31,31
P6490,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,operating,FALSE,31,31
P6497,Cajun-Sibon NGL Pipeline,6,6,1,6,6,0,operating,FALSE,31,31
P6498,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,operating,FALSE,31,31
P6499,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,cancelled,FALSE,31,31
P6518,Black Lake Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P6522,West Texas LPG Pipeline,6,6,1,0,0,1,construction,FALSE,31,31
P7287,Elk Creek NGL Pipeline,6,6,1,0,0,1,operating,FALSE,31,31
P7317,Elk Creek NGL Pipeline,6,6,1,0,0,1,construction,FALSE,31,31
P0002,Athabasca Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0019,Energy East Oil Pipeline,5,5,1,0,0,1,cancelled,FALSE,31,31
P0022,Heartland Oil Pipeline,5,5,1,0,0,1,cancelled,FALSE,31,31
P0024,Keystone Oil Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P0025,Keystone XL Oil Pipeline,5,5,1,0,0,1,cancelled,FALSE,31,31
P0034,Waupisoo Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0035,Woodland Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0137,Upland Oil Pipeline,5,5,1,0,0,1,cancelled,FALSE,31,31
P0584,Aseida Gathering-Ra's Lanuf Oil Pipeline,5,5,2,2,0,1,operating,FALSE,31,31
P0587,Dor Marada-Tibisti Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0594,Hofra-Aseida Gathering Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0605,Tibisti-Aseida Gathering Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P0645,Baku-Novorossiysk Oil Pipeline,5,5,2,3,0,1,operating,FALSE,31,31
P0887,Apsara Oil Pipeline,5,5,2,1,0,1,operating,FALSE,31,31
P1216,Taranaki Basin to New Plymouth Oil Pipeline,5,5,2,4,0,1,operating,FALSE,31,31
P1226,Venezuela Colombia Oil Pipeline,5,5,2,5,0,1,cancelled,FALSE,31,31
P1977,Dhahran-Bapco refinery Oil Pipeline,5,5,2,5,5,0,retired,FALSE,31,31
P1980,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating,FALSE,31,31
P1981,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating,FALSE,31,31
P1982,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating,FALSE,31,31
P2095,Athabasca Oil Pipeline Twin,5,5,2,0,0,1,operating,FALSE,31,31
P2104,Woodland Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P2257,Trans Niger Pipeline,5,5,1,5,0,1,operating,FALSE,31,31
P2702,Al Khafji Joint Operations Offshore Pipeline,5,5,2,5,5,0,cancelled,FALSE,31,31
P3687,Onal-Coucal Oil Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P3705,Lineynoye Oil Field Pipeline,5,5,1,1,5,0,cancelled,FALSE,31,31
P3709,Tomsk Oblast to Kiev-Eganskoya Oil Pipeline,5,5,1,1,5,0,operating,FALSE,31,31
P3719,Tobruk-Alexandria Oil Pipeline,5,5,2,0,0,1,cancelled,FALSE,31,31
P3843,Paradip Numaligarh Crude Pipeline (PNCPL),5,5,1,0,5,0,construction,FALSE,31,31
P3845,Dhamra–Numaligarh Oil Pipeline,5,5,1,0,0,1,cancelled,FALSE,31,31
P5136,Keystone Oil Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P5156,Keystone Oil Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P5157,Keystone Oil Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P5232,Michurinsk–Kremenchug Oil Pipeline,5,5,2,5,0,1,mothballed,FALSE,31,31
P5355,White Spruce Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P5356,Enbridge Line 75 Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P5451,Loma Campana-Lago Pellegrini Oil Pipeline,5,5,2,0,0,1,operating,FALSE,31,31
P6085,Urengoy-Purpe Oil and Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6086,Urengoy-Surgut Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6087,Urengoy-Surgut Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6098,Yamburg-Urengoy Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6099,Yamburg-Urengoy Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6100,Zapolyarnoye-Novy Urengoy Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6103,Surgut-Yuzhny Balyk NGL Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6106,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,proposed,FALSE,31,31
P6107,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6108,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6109,Zapadny Soplesk-Vuktyl Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6110,Orenburg-Salavat Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6111,Orenburg-Kazan Ethane Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6112,Pechoro-Kozhvniskoye-Zapadny Soplesk Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6114,Orenburg-Salavat Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6115,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6116,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6117,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6118,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P6155,Kovykta-Okunaiskii Condensate Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P6479,Tri-States NGL Pipeline,5,5,1,1,0,1,operating,FALSE,31,31
P6495,Panola Pipeline,5,5,1,1,0,1,operating,FALSE,31,31
P7187,Novy Port-Rostovtsevskoye-Bovanenkovo-Kharasavey Oil Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P7256,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P7263,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,0,0,1,operating,FALSE,31,31
P7266,Tambey-Kharasavey Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P7267,Bovanenkovo-Kharasavey Condensate Pipeline,5,5,1,0,5,0,operating,FALSE,31,31
P0039,Bakken-to-Cushing Oil Pipeline,4,4,1,1,0,1,cancelled,FALSE,31,31
P0055,Constitution Oil and Gas Pipeline,4,4,1,1,0,1,operating,FALSE,31,31
P0083,Glass Mountain Oil Pipeline,4,4,1,4,0,1,operating,FALSE,31,31
P0343,Texas City Terminal Pipeline,4,4,1,1,0,1,cancelled,FALSE,31,31
P0345,Powder River Basin Pipeline,4,4,1,4,4,0,operating,FALSE,31,31
P0399,Oryx Pipeline System,4,4,1,4,0,1,operating,FALSE,31,31
P0550,Mina Al Fahal-Sohar Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P0613,Bonny-Port Harcourt Refinery Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P0617,Eni Kwale-Brass Oil Pipeline Network,4,4,1,0,4,0,operating,FALSE,31,31
P0618,Escravos-Warri-Kaduna Oil Pipeline,4,4,1,0,4,0,operating,FALSE,31,31
P0622,Ogoda-Brass Oil Pipeline,4,4,1,0,4,0,operating,FALSE,31,31
P0628,Tebidaba-Brass Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P0654,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P0671,Monte Alpi Crude Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P0674,Odessa–Brody Oil Pipeline,4,2,2,0,0,1,idle,FALSE,31,31
P0948,Naharkatiya-Barauni Crude Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P0949,Naharkatiya-Digboi Crude Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P1221,Petro Andina Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P1222,Oiltanking Pipeline,4,4,2,0,0,1,operating,FALSE,31,31
P1235,Ocensa Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P1379,Llanos Oil Pipeline,4,4,2,0,0,1,operating,FALSE,31,31
P1493,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired,FALSE,31,31
P1964,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating,FALSE,31,31
P1965,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating,FALSE,31,31
P1966,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating,FALSE,31,31
P1995,Glass Mountain Oil Pipeline,4,4,1,4,0,1,operating,FALSE,31,31
P2023,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P2024,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P2042,Oryx Pipeline System,4,4,1,4,0,1,operating,FALSE,31,31
P2067,La Invernada Bajo del Choique Oil Pipeline,4,4,1,4,0,1,proposed,FALSE,31,31
P2219,Rokan-Dumai Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P2397,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating,FALSE,31,31
P2398,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired,FALSE,31,31
P2399,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired,FALSE,31,31
P2400,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired,FALSE,31,31
P2401,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired,FALSE,31,31
P2557,Loving County Oil Pipeline,4,4,1,1,0,1,operating,FALSE,31,31
P2612,Seminole Red Pipeline,4,4,1,1,0,1,operating,FALSE,31,31
P2672,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating,FALSE,31,31
P2676,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,0,1,operating,FALSE,31,31
P2689,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,4,0,operating,FALSE,31,31
P3210,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating,FALSE,31,31
P3211,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,cancelled,FALSE,31,31
P3212,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating,FALSE,31,31
P3595,Chaparral NGL System,4,4,1,1,0,1,mothballed,FALSE,31,31
P3596,Quanah NGL Pipeline,4,4,1,1,0,1,operating,FALSE,31,31
P3680,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,0,1,operating,FALSE,31,31
P3730,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired,FALSE,31,31
P3731,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,operating,FALSE,31,31
P3732,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating,FALSE,31,31
P3733,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired,FALSE,31,31
P3740,Lianjiang–Maoming Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P3753,Pakistan–China Oil Pipeline,4,2,2,2,0,1,cancelled,FALSE,31,31
P3820,Gudao Town–Dongying Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P3821,Gudao Town–Yong'an–Dongying Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P3831,Baymark Ethylene Pipeline,4,4,1,1,4,0,operating,FALSE,31,31
P3851,Odessa–Brody Oil Pipeline,4,2,2,0,4,0,cancelled,FALSE,31,31
P3852,Odessa–Brody Oil Pipeline,4,2,2,0,4,0,cancelled,FALSE,31,31
P5169,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating,FALSE,31,31
P5204,Waidiao-Cezi Oil Pipeline,4,3,1,3,0,1,proposed,FALSE,31,31
P5221,Waidiao-Cezi Oil Pipeline,4,3,1,3,0,1,proposed,FALSE,31,31
P5241,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P6078,Jamnagar-Loni LPG Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P6079,Vizag-Secunderabad LPG Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P6088,Mumbai Uran LPG Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P6102,Pakistan–China Oil Pipeline,4,2,2,2,4,0,cancelled,FALSE,31,31
P6152,Campo Durán - Montecristo Pipeline,4,4,1,0,4,0,operating,FALSE,31,31
P6263,Central European Line,4,4,1,0,4,0,operating,FALSE,31,31
P6264,Central European Line,4,4,1,0,4,0,operating,FALSE,31,31
P6265,Central European Line,4,4,1,0,4,0,mothballed,FALSE,31,31
P6266,Central European Line,4,4,1,0,4,0,operating,FALSE,31,31
P6269,Bohe New Port-Maoming Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6281,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating,FALSE,31,31
P6310,Gudao Town–Yong'an–Dongying Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6311,Gudao Town–Dongying Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6333,Shengli Oil Field New Dongying Crude Oil Depot Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6349,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating,FALSE,31,31
P6360,Tieshan Port-Shankou Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6377,Chun guang Oilfield Export Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6421,Yakela-Kuqa Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6422,Yakela-Kuqa Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6427,Tahe-Yakela Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6429,Yakela-Yaha Condensate Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6462,Dalaoba-Valve Chamber Condenstate Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6463,Yakela Condensate Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6464,Northwest Oilfield Union Station One-Yakela Condenstate Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6465,Yakela Condensate Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P6476,Dixie Pipeline,4,4,1,1,4,0,operating,FALSE,31,31
P6478,Wuqi-Yan'an Refinery Oil Pipeline,4,4,1,0,0,1,operating,FALSE,31,31
P6485,Ras Markaz-Duqm Refinery Oil Pipeline,4,4,2,1,4,0,operating,FALSE,31,31
P6488,Aegis Pipeline System,4,4,1,1,0,1,operating,FALSE,31,31
P6496,San Jacinto Pipeline,4,4,1,1,0,1,operating,FALSE,31,31
P6506,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6507,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6508,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6509,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6510,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6511,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6512,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6513,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6514,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6515,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6516,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6517,Mid-America Pipeline System,4,4,1,1,4,0,operating,FALSE,31,31
P6521,Bahia Pipeline,4,4,1,1,4,0,construction,FALSE,31,31
P6545,Borger Express Pipeline,4,4,1,4,0,1,operating,FALSE,31,31
P7368,Glass Mountain Oil Pipeline,4,4,1,4,4,0,operating,FALSE,31,31
P7398,Chunliang-Shengli Petrochemical Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P7399,Dongxin-Shida Technology Oil Pipeline,4,3,1,3,0,1,operating,FALSE,31,31
P0001,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0004,Bakken Expansion Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0005,Cochin Pipeline System,3,3,1,0,0,1,operating,FALSE,31,31
P0008,Enbridge Line 10 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0009,Enbridge Line 11 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0010,Enbridge Line 1 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0011,Enbridge Line 2 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0012,Enbridge Line 3 Oil Pipeline,3,3,1,0,0,1,retired,FALSE,31,31
P0013,Enbridge Line 4 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0014,Enbridge Line 5 Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0015,Enbridge Line 6 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0016,Enbridge Line 65 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0017,Enbridge Line 7 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0018,Enbridge Line 9 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0020,Express Oil Pipeline System,3,3,1,0,0,1,operating,FALSE,31,31
P0023,Horizon Crude Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0027,Norman Wells Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0043,Inch Oil Pipelines,3,3,1,0,0,1,retired,FALSE,31,31
P0067,Enbridge Line 14/64 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0068,Enbridge Line 17 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0069,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0070,Enbridge Line 79 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0075,Flanagan South Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0092,Karnes North Pipeline System,3,3,1,3,0,1,operating,FALSE,31,31
P0101,Monarch Oil Pipeline,3,3,1,0,0,1,cancelled,FALSE,31,31
P0116,Platte Crude Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0118,Portland-Montreal Pipe Line,3,3,1,0,0,1,operating,FALSE,31,31
P0125,Sandpiper Crude Oil Pipeline,3,3,1,3,0,1,cancelled,FALSE,31,31
P0133,Southern Lights Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0134,Spearhead Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0365,Big Foot Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0391,Peace Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P0545,Iraqi Pipeline in Saudi Arabia (IPSA),3,3,1,0,0,1,mothballed,FALSE,31,31
P0551,East-West Crude Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0552,Trans-Arabian Oil Pipeline,3,3,1,0,0,1,retired,FALSE,31,31
P0576,Buzurgan-Fao Oil Pipeline,3,3,2,3,0,1,operating,FALSE,31,31
P0634,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating,FALSE,31,31
P0635,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating,FALSE,31,31
P0642,Upper Zakum-Zirku Island Oil Pipeline,3,3,2,1,3,0,operating,FALSE,31,31
P0651,Baltic Pipeline System 1,3,3,1,0,0,1,operating,FALSE,31,31
P0652,Baltic Pipeline System 2,3,3,1,0,0,1,operating,FALSE,31,31
P0656,Kuyumba-Taishet Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0657,Purpe-Samotlor Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0659,Tikhoretsk-Tuapse 2 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0661,Zapolyarye-Purpe Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0670,Ingolstadt Kralupy Litvínov Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P0676,Pomeranian Crude Oil Pipeline,3,3,2,0,0,1,operating,FALSE,31,31
P1233,Upper Magdalena Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1234,Trasandino Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1237,Caño Limón–Coveñas Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1896,Abqaiq-Yanbu NGL pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1954,Shaybah-Abqaiq Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1955,Trans-Arabian Oil Pipeline,3,3,1,0,0,1,retired,FALSE,31,31
P1956,Hawtah-Hawtah stabilizer Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1957,Haradh-Abqaiq Oil Plants Pipelines,3,3,1,0,0,1,operating,FALSE,31,31
P1958,Safaniyah-Juaymah Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1959,Haradh-Abqaiq plants Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1960,AY1L KP 65.628-Rabigh refinery Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1961,Haradh-Abqaiq plants Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1962,Khurais-Riyadh Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1963,Khursaniyah-Ras Tanura Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1967,Kursaniyah-Ras Tanura Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1968,Kursaniyah-Ras Tanura  Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1969,Kursaniyah-KRT corridor km 191 Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
