project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported,project_id_is_unique,workbook_exact_duplicate_groups,workbook_exact_duplicate_rows_beyond_first
P1223,Madero-Cadereyta Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1224,Hydrocarbons Stationary Transport System,2,2,1,0,0,1,operating,FALSE,31,31
P1228,Curaray-Andoas Oil Pipeline,2,2,1,0,0,1,cancelled,FALSE,31,31
P1229,Trans-Panama Pipeline,2,2,1,2,0,1,operating,FALSE,31,31
P1231,SOTE Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1232,Crudos Pesados Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1829,In Amenas-Algerian-Tunisian Border Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1927,La Victoria-Las Monas Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1928,ERB-II-Anaco Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1929,PT Oficina-Anaco Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1930,PT Oficina-Puerto la Cruz 3 Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1931,Traviaso-ERB-II Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1932,Punta de Palma-Puerto Miranda Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1933,ERB-II-Puerto la Cruz Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1934,Lagunillas-La Salina Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1935,PT Silvestre-El Palito Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1936,PT Oficina-Puerto la Cruz 2 Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1937,Mata Larga-PT Silvestre Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1938,CIJAA-PT Oficina Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1939,Bachaquero-Puerto Miranda 2 Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1940,Puerto Miranda-Cardón Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1941,Bachaquero-Puerto Miranda Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1942,EPM-I-PT Oficina Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1943,PT Oficina-Puerto la Cruz Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1944,Ule-Amuay Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1945,Ule-Amuay 2 Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1946,ERB-II-TAEJ Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1947,Traviaso-TAEJ Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1948,PT Oficina-José Palmichal oil pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P1949,Traviaso-Naricual Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2029,New Sapugaskanda Oil Pipeline,2,2,1,0,0,1,proposed,FALSE,31,31
P2038,Zydeco Oil Pipeline,2,2,1,0,0,1,shelved,FALSE,31,31
P2101,Access Pipeline System,2,2,1,2,2,0,operating,FALSE,31,31
P2102,Northern Courier Pipeline System,2,2,1,0,0,1,operating,FALSE,31,31
P2221,Cheshme Shour-Eshtehard Oil Pipeline,2,2,1,2,2,0,operating,FALSE,31,31
P2222,Cheshme Shour-Eyvanaki Oil Pipeline,2,2,1,2,2,0,operating,FALSE,31,31
P2223,Dalan-Shiraz Oil Pipeline,2,2,1,2,0,1,operating,FALSE,31,31
P2224,Goureh-Jask Crude Oil Pipeline,2,2,1,2,0,1,operating,FALSE,31,31
P2226,New Bandar Abbas-Sirjan-Rafsanjan Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2228,Batman-Dortyol Crude Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2230,Tehran-Tabriz Crude Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P2260,Fahud–Sohar NGL Pipeline,2,2,2,2,2,0,operating,FALSE,31,31
P2468,Durban–Sasolburg Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2481,Tazama Oil Pipeline,2,2,2,0,0,1,proposed,FALSE,31,31
P2546,Zydeco Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2587,Zydeco Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P2680,Falcon Ethane Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P3155,Seahawk Oil Pipeline,2,2,2,2,0,1,cancelled,FALSE,31,31
P3161,Seahawk Oil Pipeline,2,2,2,2,0,1,cancelled,FALSE,31,31
P3165,Seahawk Oil Pipeline,2,2,2,2,0,1,operating,FALSE,31,31
P3684,Access Pipeline System,2,2,1,2,2,0,operating,FALSE,31,31
P3685,Rabi-Cap Lopez Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P3696,D33 Baltic Sea Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P3697,D33 Baltic Sea Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P3698,D33 Baltic Sea Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P3699,Access Pipeline System,2,2,1,2,2,0,operating,FALSE,31,31
P3712,Vladimir Filanovsky Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P3713,Yuri Korchagin Field Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P3718,Erawin-Elsharara Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P3846,Tehran-Tabriz Crude Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P3847,Marun–Isfahan Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P3848,Cheshme Shour-Palangabad Oil Pipeline,2,2,1,2,2,0,operating,FALSE,31,31
P5123,Kharyaga-Usa Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5126,Kharyaga-Yuzhnoe Khilchuyu Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5158,Serbia-Albania Oil Pipeline,2,2,1,0,2,0,shelved,FALSE,31,31
P5185,Caliber Bear Den Interconnect Pipeline,2,2,1,2,0,1,operating,FALSE,31,31
P5199,Alexander Pipeline System,2,2,1,2,0,1,operating,FALSE,31,31
P5200,Spring Creek Pipeline System,2,2,1,2,0,1,operating,FALSE,31,31
P5215,Wafa-Mellitah NGL Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5218,Nafoora–Ra's Lanuf Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5219,Nafoora–Intisar Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5220,Beda-Ra's Lanuf Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5226,Dolyna-Drohobych Oil Pipeline,2,2,1,0,0,1,idle,FALSE,31,31
P5227,Hnidyntsi–Glynsko-Rozbyshivska Oil Pipeline,2,2,1,0,2,0,idle,FALSE,31,31
P5228,Mala Pavlivka-Kremenchuk Oil Pipeline,2,2,1,0,2,0,idle,FALSE,31,31
P5229,Okhtyrka-Mala Pavlivka Oil Pipeline,2,2,1,0,0,1,idle,FALSE,31,31
P5230,Hnidyntsi–Glynsko-Rozbyshivska Oil Pipeline,2,2,1,0,2,0,idle,FALSE,31,31
P5231,Kremenchuk–Kherson Oil Pipeline,2,2,1,0,2,0,mothballed,FALSE,31,31
P5234,Lysychansk–Kremenchuk Oil Pipeline,2,2,1,0,2,0,idle,FALSE,31,31
P5235,Snigurivka–Odesa Oil Pipeline,2,2,1,0,2,0,idle,FALSE,31,31
P5237,Nafoora–Zueitina Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5238,Nafoora–Zueitina Oil Pipeline,2,2,1,0,2,0,proposed,FALSE,31,31
P5287,Dehloran-Cheshmeh Khosh Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5328,Genaveh-Kharg Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5335,Khuzestan–Hoor Al Azim Oil Pipeline,2,2,1,0,2,0,proposed,FALSE,31,31
P5336,Genaveh-Kharg Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5337,Genaveh-Kharg Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5338,Kharg–Azarpad Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5339,Kharg–Azarpad Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5340,Khesht–Genaveh Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5342,OSLA Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5343,Razan PS–Shazand PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5344,Razan PS–Naftarak PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5345,Shazand PS–Arak PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5346,Shazand PS–Razan PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5347,Arak PS–Razan PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5348,Arak PS–Shahid Mahdavi PS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5349,Ahwaz–Ray Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5350,Isfahan–Ray Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5351,Neka–Ray Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5352,Naftshahr–Kermanshah Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5354,Bardaspi–Kermanshah Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5357,Sabz-Ray Oil Pipelines,2,2,1,0,0,1,construction,FALSE,31,31
P5358,Sabz-Ray Oil Pipelines,2,2,1,0,0,1,construction,FALSE,31,31
P5359,Cheshmeh Khosh–Ahvaz Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5360,Esfahan–Rafsanjan Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5361,Bandar Abbas–Rafsanjan Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5362,Ray–Ideloo Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5363,Neka–Ray Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5364,Neka–Ray Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5365,Ray–Tabriz Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5366,Gachsaran–Shiraz Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5367,Golpa–Moghanak Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5368,Marun–Isfahan Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P5369,Omidiyeh–Abadan Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P5370,West Karoon–Bahregan Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P5371,West Karoon–Omidiyeh Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P5372,West Karoon –Gureh Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P5373,Ahwaz–Abadan Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5374,Ahwaz–Abadan Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5375,Tang-e-Fani–Kermanshah Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5376,Goreh–Genaveh Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5377,Pole Zal–Tange Azane Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5378,Pole Zal–Tange Azane Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5379,Kharg–East Jetty T Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5380,Kharg–East Jetty T Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5381,Kharg–East Jetty T Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5382,Kharg–East Jetty T Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P5438,Ashkelon-Haifa Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5439,Ashkelon-Ashdod Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5440,Haoudh El Hamra-Arzew Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5441,Hassi Berkine-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5442,Algerian-Tunisian Border-Skhira Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5443,ZPS-JPS Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5444,COPEM-PT Oficina Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5463,Matanzas-Cienfuegos Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5465,José Ignacio-La Teja Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5466,Madero-Cadereyta Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5467,Nuevo Teapa-Tula Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5468,Nuevo Teapa-Minatitlán Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5469,Nuevo Teapa-Minatitlán Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5470,Nuevo Teapa-Salina Cruz Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5471,Nuevo Teapa-Salina Cruz Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5472,Nuevo Teapa-Madero Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5473,Tula-Salamanca Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5474,Nuevo Teapa-Poza Rica Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5475,Poza Rica-Madero Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5476,Poza Rica-Salamanca Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P5481,South Texas Crude Oil Pipeline (Koch),2,2,1,0,0,1,operating,FALSE,31,31
P6043,Northern Azadegan-West Karun Station,2,2,1,0,0,1,operating,FALSE,31,31
P6044,Azar-Dehloran Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6046,Forouzan-Kharg Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6047,Esfandiar Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6048,Qeshm Oil Terminal Pipelines,2,2,1,0,0,1,construction,FALSE,31,31
P6049,Qeshm Oil Terminal Pipelines,2,2,1,0,0,1,construction,FALSE,31,31
P6051,Lavan Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6052,Balal-Lavan Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6053,Soroosh Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P6054,Soroosh Oil Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P6055,Reshadat-Lavan Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6056,Reshadat- Lavan Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6057,Abouzar-Kharg Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6058,Hengam-Bandar Abbas Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6059,South Azadegan' CTEP- West Karoun PS Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6061,Shadegan-Maroun 4 Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6062,Shadegan-Maroun 4 Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6063,Shadegan-Maroun 4 Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6064,Shadegan-Maroun 4 Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6065,Shadegan-Maroun 4 Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6066,Maroun Complex No1-Omidiyeh Oil Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P6067,Maroun Complex No 6-Maroun Complex No 1,2,2,1,0,2,0,construction,FALSE,31,31
P6068,Baghein PS-Isfahan Oil Pipelines,2,2,1,1,0,1,operating,FALSE,31,31
P6069,Baghein PS-Isfahan Oil Pipelines,2,2,1,1,0,1,operating,FALSE,31,31
P6072,Ahwaz PS-Genaveh PS Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6074,Goureh Station-Coast of Persian Gulf Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6076,Salman-Lavan Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6077,Mansouri-Ahvaz Booster Station Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6084,Sumar-Naftshahr Oil  Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6093,Danan- Dehloran Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6094,Dehloran- Cheshmeh Khos Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6097,Cheshmeh Khosh–Ahvaz Oil Pipelines,2,2,1,0,0,1,operating,FALSE,31,31
P6145,Ramshir-Omidiyeh Oil Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P6146,Omidiyeh-Isfahan Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6147,Ahvaz-Omidiyeh oil pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6150,Yakutsky LNG Condensate Pipeline,2,2,1,0,0,1,proposed,FALSE,31,31
P6176,Forties Oil Pipeline System,2,2,1,2,2,0,operating,FALSE,31,31
P6177,Forties Oil Pipeline System,2,2,1,2,2,0,operating,FALSE,31,31
P6254,Strategic Pipeline-Musaiab Power Station Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6262,Vado Ligure-Trecate Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6273,Korpeje-Balkanabad Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6274,Goturdepe-Belek Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6275,Belek-Turkmenbashi Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6276,Vyshka-Belek Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6277,Cheleken-Goturdepe Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P6301,Varadero-Matanzas Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6314,Lihuayi Oil Pipeline,2,2,1,0,0,1,proposed,FALSE,31,31
P6315,Shushufindi-Quito Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6316,Monteverde-Chorrillo LPG Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6317,Pascuales-Cuenca Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6330,Pascuales-Cuenca Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6385,Dukhan-Mesaieed NGL Pipelines,2,2,2,1,2,0,operating,FALSE,31,31
P6386,Dukhan-Mesaieed NGL Pipelines,2,2,2,1,2,0,operating,FALSE,31,31
P6409,Dukhan-Mesaieed NGL Pipelines,2,2,2,1,2,0,operating,FALSE,31,31
P6433,Sirte-Ras Lanuf Terminal-Sidra Terminal Oil Pipeline,2,2,1,0,2,0,proposed,FALSE,31,31
P6440,Sarir- Ras Lanuf Refinery Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6441,Defa-Ra's Lanuf pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P6442,Messla- Ras Lanuf Refinery Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6443,El Feel-Mellitah Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6447,Shirvan-Baku Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6448,Shirvan-Dashgil Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6449,Dubendi-Boyukshor Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6450,Dubendi-Keshla Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6451,Dubendi-Surakhani-Boyukshor Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6452,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P6453,Buzovna-Sabunchu Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6454,Binagadi-Keshla Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6455,Siyazan-Baku Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6456,Neft Dashlari-Baku Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6457,Sabratha-Mellitah Condensate Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6481,Neft Dashlari-Baku Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6482,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P6483,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,0,0,1,proposed,FALSE,31,31
P6526,Seahawk Oil Pipeline,2,2,2,2,0,1,construction,FALSE,31,31
P6527,Seahawk Oil Pipeline,2,2,2,2,0,1,construction,FALSE,31,31
P7152,TL5 Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7161,North Kuwait Oilfields Pipelines,2,2,1,2,2,0,proposed,FALSE,31,31
P7164,North Kuwait-Mina Abdullah Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P7165,Kadma-Doha PS Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7166,KADM-MF-CR181R Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7167,MF-CPHMAA/CALM 21 Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7168,MF-CR125L/MF-CR125R Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7169,MF-GC27L/R/MF-TWK Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7170,MF-GC28L/R/MF-TWK Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7171,MF-NPP MS/CALM 20 Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7172,MF-PointA/MF-CR119R Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7173,MF-Ratqa1/SC-130 Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7174,MF-T18/MF-TWK  Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7175,MF-TB1/2/MF-CR088R  Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7176,Point-A-KADMA Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7177,Wafa-Burgan Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7178,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7179,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7180,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7181,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7182,Wafa- Mab Oil Pipeline,2,2,1,1,2,0,operating,FALSE,31,31
P7214,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7215,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7216,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7217,OGD-III & AGD-II - Ruwais Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7218,MP21-MPS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7221,BAB-Abu Dhabi Refinery Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7223,Dhabbiya-BAB Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7225,Mubarraz field-Mubarraz terminal Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7226,Qushawira- Asab Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7230,Rumaitha-Dhabbiya Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7231,ABK-Das Island Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7233,Sahil-ASAB Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7234,Shah-ASAB Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7235,BAB-MP21 Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7236,BAB-MP21 Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7237,ASAB-BAB Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7238,Umm Shaif-Das Island oil pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7239,Bu Hasa-MP21 Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7240,Bu Hasa-MP21 Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7242,Huwaila-Bu Hasa Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P7244,MP21-MPS Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7261,AR Site Terminal- Mubarraz terminal Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7264,Abu Dhabi Refinery-Mussaffah Oil Product Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7265,Abu Dhabi Refinery-Mussaffah Oil Product Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7281,Sepehr & Jofeir Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P7282,Goreh B-Genaveh Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P7283,Genaveh-Kharg Terminal Oil Pipeline,2,2,1,0,0,1,construction,FALSE,31,31
P7289,Arzew–Chlef–Algiers LPG Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P7290,Bir Rebaa North -Mesdar Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7291,Rhaoude El Baguel- Mesdar Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7292,In Amenas-Ohanet Oil Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P7293,M'Sila-Bejaia Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7294,Haoudh El Hamr-SP1 Bis Djmea Oil Piopeline,2,2,1,0,2,0,construction,FALSE,31,31
P7295,El Borma-PC1/PK137 Oil Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P7296,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7297,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7298,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7299,Alrar-Hassi R'Mel LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
