"country_name","product","flow","year","number_of_records"
"United Kingdom","Total oil products production","Net Deliveries",2021,2
"United States","Crude oil","Consumption Pattern",2021,2
"United States","Crude oil","Industrial Production",2021,2
"United States","Gasoline and diesel","Net Deliveries",2021,2
"United States","Liquified Petroleum Gas","Net Deliveries",2021,2
"United States","Middle distillates","Consumption Pattern",2021,2
"United States","Naphtha","Net Deliveries",2021,2
"United States","Other oil products","Net Deliveries",2021,2
"United States","Residual fuel oil","Consumption Pattern",2021,2
"United States","Residual fuel oil","Net Deliveries",2021,2
"United States","Total gas oil production","Consumption Pattern",2021,2
"United States","Total gas oil production","Net Deliveries",2021,2
"United States","Total kerosene production","Net Deliveries",2021,2
"United States","Total oil production","Consumption Pattern",2021,2
"United States","Total oil products production","Consumption Pattern",2021,2
"United States","Total oil products production","Net Deliveries",2021,2
