"country_name","product","flow","year","value","number_of_records"
"New Zealand","Crude oil","Consumption Pattern",2021,107,1
"New Zealand","Crude oil","Consumption Pattern",2021,232,1
"New Zealand","Crude oil","Industrial Production",2021,875,1
"New Zealand","Crude oil","Industrial Production",2021,975,1
"New Zealand","Gasoline and diesel","Net Deliveries",2021,3150,1
"New Zealand","Gasoline and diesel","Net Deliveries",2021,3392,1
"New Zealand","Liquified Petroleum Gas","Net Deliveries",2021,164,1
"New Zealand","Liquified Petroleum Gas","Net Deliveries",2021,187,1
"New Zealand","Middle distillates","Consumption Pattern",2021,254,1
"New Zealand","Middle distillates","Consumption Pattern",2021,279,1
"New Zealand","Other oil products","Net Deliveries",2021,311,1
"New Zealand","Other oil products","Net Deliveries",2021,355,1
"New Zealand","Residual fuel oil","Consumption Pattern",2021,9,1
"New Zealand","Residual fuel oil","Consumption Pattern",2021,19,1
"New Zealand","Residual fuel oil","Net Deliveries",2021,59,1
"New Zealand","Residual fuel oil","Net Deliveries",2021,66,1
"New Zealand","Total gas oil production","Consumption Pattern",2021,209,1
"New Zealand","Total gas oil production","Consumption Pattern",2021,237,1
"New Zealand","Total gas oil production","Net Deliveries",2021,2198,1
"New Zealand","Total gas oil production","Net Deliveries",2021,2204,1
"New Zealand","Total kerosene production","Net Deliveries",2021,559,1
"New Zealand","Total kerosene production","Net Deliveries",2021,843,1
"New Zealand","Total oil production","Consumption Pattern",2021,736,1
"New Zealand","Total oil production","Consumption Pattern",2021,913,1
"New Zealand","Total oil products production","Consumption Pattern",2021,629,1
"New Zealand","Total oil products production","Consumption Pattern",2021,681,1
"New Zealand","Total oil products production","Net Deliveries",2021,6485,1
"New Zealand","Total oil products production","Net Deliveries",2021,7003,1
"Norway","Crude oil","Consumption Pattern",2021,1807.852,1
"Norway","Crude oil","Consumption Pattern",2021,1879.216,1
"Norway","Crude oil","Industrial Production",2021,89970.464,1
"Norway","Crude oil","Industrial Production",2021,95055.743,1
"Norway","Gasoline and diesel","Net Deliveries",2021,4912.694,1
"Norway","Gasoline and diesel","Net Deliveries",2021,4936.937,1
"Norway","Liquified Petroleum Gas","Net Deliveries",2021,1088.276,1
"Norway","Liquified Petroleum Gas","Net Deliveries",2021,1588.504,1
"Norway","Middle distillates","Consumption Pattern",2021,458.836,1
"Norway","Middle distillates","Consumption Pattern",2021,892.471,1
"Norway","Other oil products","Net Deliveries",2021,1651.752,1
"Norway","Other oil products","Net Deliveries",2021,2243.386,1
"Norway","Residual fuel oil","Consumption Pattern",2021,17.996,1
"Norway","Residual fuel oil","Consumption Pattern",2021,73.16,1
"Norway","Residual fuel oil","Net Deliveries",2021,27.906,1
"Norway","Residual fuel oil","Net Deliveries",2021,32.528,1
"Norway","Total gas oil production","Consumption Pattern",2021,143.382,1
"Norway","Total gas oil production","Consumption Pattern",2021,185.386,1
"Norway","Total gas oil production","Net Deliveries",2021,683.177,1
"Norway","Total gas oil production","Net Deliveries",2021,718.443,1
"Norway","Total kerosene production","Net Deliveries",2021,330.326,1
"Norway","Total kerosene production","Net Deliveries",2021,681.053,1
"Norway","Total oil production","Consumption Pattern",2021,2739.575,1
"Norway","Total oil production","Consumption Pattern",2021,3464.987,1
"Norway","Total oil products production","Consumption Pattern",2021,931.723,1
"Norway","Total oil products production","Consumption Pattern",2021,1585.771,1
"Norway","Total oil products production","Net Deliveries",2021,9073.723,1
"Norway","Total oil products production","Net Deliveries",2021,9821.259,1
"Poland","Crude oil","Consumption Pattern",2021,6676.967,1
"Poland","Crude oil","Consumption Pattern",2021,6976.614,1
"Poland","Crude oil","Industrial Production",2021,895.294,1
"Poland","Crude oil","Industrial Production",2021,901.99,1
"Poland","Gasoline and diesel","Net Deliveries",2021,18674.21,1
"Poland","Gasoline and diesel","Net Deliveries",2021,18750.413,1
"Poland","Liquified Petroleum Gas","Net Deliveries",2021,2506.043,1
"Poland","Liquified Petroleum Gas","Net Deliveries",2021,2509.984,1
"Poland","Middle distillates","Consumption Pattern",2021,2681.487,1
"Poland","Middle distillates","Consumption Pattern",2021,2692.496,1
"Poland","Naphtha","Net Deliveries",2021,985.803,1
"Poland","Naphtha","Net Deliveries",2021,1421.198,1
"Poland","Other oil products","Net Deliveries",2021,2912.673,1
"Poland","Other oil products","Net Deliveries",2021,3116.052,1
"Poland","Residual fuel oil","Consumption Pattern",2021,57.074,1
"Poland","Residual fuel oil","Consumption Pattern",2021,72.032,1
"Poland","Residual fuel oil","Net Deliveries",2021,192.249,1
"Poland","Residual fuel oil","Net Deliveries",2021,290.333,1
"Poland","Total gas oil production","Consumption Pattern",2021,749.436,1
"Poland","Total gas oil production","Consumption Pattern",2021,750.392,1
"Poland","Total gas oil production","Net Deliveries",2021,4789.835,1
"Poland","Total gas oil production","Net Deliveries",2021,5177.748,1
"Poland","Total kerosene production","Net Deliveries",2021,574.464,1
"Poland","Total kerosene production","Net Deliveries",2021,978.428,1
"Poland","Total oil production","Consumption Pattern",2021,10358.823,1
"Poland","Total oil production","Consumption Pattern",2021,10766.89,1
"Poland","Total oil products production","Consumption Pattern",2021,3681.856,1
"Poland","Total oil products production","Consumption Pattern",2021,3790.276,1
"Poland","Total oil products production","Net Deliveries",2021,30914.859,1
"Poland","Total oil products production","Net Deliveries",2021,31964.574,1
"Portugal","Crude oil","Consumption Pattern",2021,813.026,1
"Portugal","Crude oil","Consumption Pattern",2021,920.824,1
"Portugal","Gasoline and diesel","Net Deliveries",2021,4619.407,1
"Portugal","Gasoline and diesel","Net Deliveries",2021,4826.55,1
"Portugal","Liquified Petroleum Gas","Net Deliveries",2021,827.249,1
"Portugal","Liquified Petroleum Gas","Net Deliveries",2021,842.981,1
"Portugal","Middle distillates","Consumption Pattern",2021,1091.412,1
"Portugal","Middle distillates","Consumption Pattern",2021,1263.795,1
"Portugal","Naphtha","Net Deliveries",2021,391.966,1
"Portugal","Naphtha","Net Deliveries",2021,644.677,1
"Portugal","Other oil products","Net Deliveries",2021,599.388,1
"Portugal","Other oil products","Net Deliveries",2021,601.439,1
"Portugal","Residual fuel oil","Consumption Pattern",2021,167.086,1
"Portugal","Residual fuel oil","Consumption Pattern",2021,283.038,1
"Portugal","Residual fuel oil","Net Deliveries",2021,334.056,1
"Portugal","Residual fuel oil","Net Deliveries",2021,727.672,1
"Portugal","Total gas oil production","Consumption Pattern",2021,197.884,1
"Portugal","Total gas oil production","Consumption Pattern",2021,248.965,1
"Portugal","Total gas oil production","Net Deliveries",2021,960.985,1
"Portugal","Total gas oil production","Net Deliveries",2021,1103.646,1
"Portugal","Total kerosene production","Net Deliveries",2021,807.545,1
"Portugal","Total kerosene production","Net Deliveries",2021,1494.792,1
"Portugal","Total oil production","Consumption Pattern",2021,2661.918,1
"Portugal","Total oil production","Consumption Pattern",2021,2808.742,1
"Portugal","Total oil products production","Consumption Pattern",2021,1848.892,1
"Portugal","Total oil products production","Consumption Pattern",2021,1887.918,1
"Portugal","Total oil products production","Net Deliveries",2021,8811.09,1
"Portugal","Total oil products production","Net Deliveries",2021,9971.263,1
"Slovakia","Crude oil","Consumption Pattern",2021,781.996,1
"Slovakia","Crude oil","Consumption Pattern",2021,846.433,1
"Slovakia","Crude oil","Industrial Production",2021,2.143,1
"Slovakia","Crude oil","Industrial Production",2021,4.557,1
"Slovakia","Gasoline and diesel","Net Deliveries",2021,1889.311,1
"Slovakia","Gasoline and diesel","Net Deliveries",2021,2044.335,1
"Slovakia","Liquified Petroleum Gas","Net Deliveries",2021,81.159,1
"Slovakia","Liquified Petroleum Gas","Net Deliveries",2021,97.146,1
"Slovakia","Middle distillates","Consumption Pattern",2021,274.55,1
"Slovakia","Middle distillates","Consumption Pattern",2021,339.861,1
"Slovakia","Naphtha","Net Deliveries",2021,493.175,1
"Slovakia","Naphtha","Net Deliveries",2021,576.485,1
"Slovakia","Other oil products","Net Deliveries",2021,7.056,1
"Slovakia","Other oil products","Net Deliveries",2021,40.826,1
"Slovakia","Residual fuel oil","Consumption Pattern",2021,83.403,1
"Slovakia","Residual fuel oil","Consumption Pattern",2021,88.166,1
"Slovakia","Residual fuel oil","Net Deliveries",2021,-34.965,1
"Slovakia","Residual fuel oil","Net Deliveries",2021,-25.756,1
"Slovakia","Total gas oil production","Consumption Pattern",2021,175.984,1
"Slovakia","Total gas oil production","Consumption Pattern",2021,192.587,1
"Slovakia","Total gas oil production","Net Deliveries",2021,553.011,1
"Slovakia","Total gas oil production","Net Deliveries",2021,661.125,1
"Slovakia","Total kerosene production","Net Deliveries",2021,21.614,1
"Slovakia","Total kerosene production","Net Deliveries",2021,44.752,1
"Slovakia","Total oil production","Consumption Pattern",2021,1407.144,1
"Slovakia","Total oil production","Consumption Pattern",2021,1525.913,1
"Slovakia","Total oil products production","Consumption Pattern",2021,625.148,1
"Slovakia","Total oil products production","Consumption Pattern",2021,679.48,1
"Slovakia","Total oil products production","Net Deliveries",2021,3127.441,1
"Slovakia","Total oil products production","Net Deliveries",2021,3321.833,1
"Slovenia","Gasoline and diesel","Net Deliveries",2021,1511,1
"Slovenia","Gasoline and diesel","Net Deliveries",2021,1770,1
"Slovenia","Liquified Petroleum Gas","Net Deliveries",2021,79,1
"Slovenia","Liquified Petroleum Gas","Net Deliveries",2021,82,1
"Slovenia","Middle distillates","Consumption Pattern",2021,462,1
"Slovenia","Middle distillates","Consumption Pattern",2021,477,1
"Slovenia","Other oil products","Net Deliveries",2021,155,1
"Slovenia","Other oil products","Net Deliveries",2021,197,1
"Slovenia","Residual fuel oil","Net Deliveries",2021,0,1
"Slovenia","Residual fuel oil","Net Deliveries",2021,3,1
"Slovenia","Total gas oil production","Consumption Pattern",2021,139,1
"Slovenia","Total gas oil production","Consumption Pattern",2021,160,1
"Slovenia","Total gas oil production","Net Deliveries",2021,370,1
"Slovenia","Total gas oil production","Net Deliveries",2021,423,1
"Slovenia","Total kerosene production","Net Deliveries",2021,12,1
"Slovenia","Total kerosene production","Net Deliveries",2021,19,1
"Slovenia","Total oil production","Consumption Pattern",2021,633,1
"Slovenia","Total oil production","Consumption Pattern",2021,670,1
"Slovenia","Total oil products production","Consumption Pattern",2021,633,1
"Slovenia","Total oil products production","Consumption Pattern",2021,670,1
"Slovenia","Total oil products production","Net Deliveries",2021,2172,1
"Slovenia","Total oil products production","Net Deliveries",2021,2449,1
"South Korea","Crude oil","Consumption Pattern",2021,14704.577,1
"South Korea","Crude oil","Consumption Pattern",2021,15754.452,1
"South Korea","Crude oil","Industrial Production",2021,1078.892,1
"South Korea","Crude oil","Industrial Production",2021,1174.823,1
"South Korea","Gasoline and diesel","Net Deliveries",2021,21151.843,1
"South Korea","Gasoline and diesel","Net Deliveries",2021,21650.177,1
"South Korea","Liquified Petroleum Gas","Net Deliveries",2021,9888.434,1
"South Korea","Liquified Petroleum Gas","Net Deliveries",2021,10570.128,1
"South Korea","Middle distillates","Consumption Pattern",2021,2523.572,1
"South Korea","Middle distillates","Consumption Pattern",2021,2892.028,1
"South Korea","Naphtha","Net Deliveries",2021,40771.611,1
"South Korea","Naphtha","Net Deliveries",2021,42037.115,1
"South Korea","Other oil products","Net Deliveries",2021,4425.944,1
"South Korea","Other oil products","Net Deliveries",2021,5101.705,1
"South Korea","Residual fuel oil","Consumption Pattern",2021,1410.601,1
"South Korea","Residual fuel oil","Consumption Pattern",2021,1517.956,1
"South Korea","Residual fuel oil","Net Deliveries",2021,1414.478,1
"South Korea","Residual fuel oil","Net Deliveries",2021,1632.354,1
"South Korea","Total gas oil production","Consumption Pattern",2021,877.897,1
"South Korea","Total gas oil production","Consumption Pattern",2021,933.982,1
"South Korea","Total gas oil production","Net Deliveries",2021,8537.202,1
"South Korea","Total gas oil production","Net Deliveries",2021,8644.716,1
"South Korea","Total kerosene production","Net Deliveries",2021,6675.778,1
"South Korea","Total kerosene production","Net Deliveries",2021,7277.924,1
"South Korea","Total oil production","Consumption Pattern",2021,23386.141,1
"South Korea","Total oil production","Consumption Pattern",2021,23718.869,1
"South Korea","Total oil products production","Consumption Pattern",2021,7964.417,1
"South Korea","Total oil products production","Consumption Pattern",2021,8681.564,1
"South Korea","Total oil products production","Net Deliveries",2021,94256.644,1
"South Korea","Total oil products production","Net Deliveries",2021,95522.765,1
"Spain","Crude oil","Consumption Pattern",2021,4848.188,1
"Spain","Crude oil","Consumption Pattern",2021,5195.292,1
"Spain","Crude oil","Industrial Production",2021,0.912,1
"Spain","Crude oil","Industrial Production",2021,5.816,1
"Spain","Gasoline and diesel","Net Deliveries",2021,28528.656,1
"Spain","Gasoline and diesel","Net Deliveries",2021,28797.864,1
"Spain","Liquified Petroleum Gas","Net Deliveries",2021,1801.062,1
"Spain","Liquified Petroleum Gas","Net Deliveries",2021,1971.43,1
"Spain","Middle distillates","Consumption Pattern",2021,5961.072,1
"Spain","Middle distillates","Consumption Pattern",2021,6138.075,1
"Spain","Naphtha","Net Deliveries",2021,1594.786,1
"Spain","Naphtha","Net Deliveries",2021,1662.177,1
"Spain","Other oil products","Net Deliveries",2021,2950.446,1
"Spain","Other oil products","Net Deliveries",2021,3707.287,1
"Spain","Residual fuel oil","Consumption Pattern",2021,779.191,1
"Spain","Residual fuel oil","Consumption Pattern",2021,1107.932,1
"Spain","Residual fuel oil","Net Deliveries",2021,1692.696,1
"Spain","Residual fuel oil","Net Deliveries",2021,1769.511,1
"Spain","Total gas oil production","Consumption Pattern",2021,1213.619,1
"Spain","Total gas oil production","Consumption Pattern",2021,1244.918,1
"Spain","Total gas oil production","Net Deliveries",2021,5247.091,1
"Spain","Total gas oil production","Net Deliveries",2021,5755.096,1
"Spain","Total kerosene production","Net Deliveries",2021,3357.302,1
"Spain","Total kerosene production","Net Deliveries",2021,5871.01,1
"Spain","Total oil production","Consumption Pattern",2021,14228.319,1
"Spain","Total oil production","Consumption Pattern",2021,14848.813,1
"Spain","Total oil products production","Consumption Pattern",2021,9380.131,1
"Spain","Total oil products production","Consumption Pattern",2021,9653.521,1
"Spain","Total oil products production","Net Deliveries",2021,45928.88,1
"Spain","Total oil products production","Net Deliveries",2021,48777.534,1
"Sweden","Crude oil","Consumption Pattern",2021,1093.457,1
"Sweden","Crude oil","Consumption Pattern",2021,1649.712,1
"Sweden","Gasoline and diesel","Net Deliveries",2021,5149.352,1
"Sweden","Gasoline and diesel","Net Deliveries",2021,5399.307,1
"Sweden","Liquified Petroleum Gas","Net Deliveries",2021,711.718,1
"Sweden","Liquified Petroleum Gas","Net Deliveries",2021,895.853,1
"Sweden","Middle distillates","Consumption Pattern",2021,1596.656,1
"Sweden","Middle distillates","Consumption Pattern",2021,1678.099,1
"Sweden","Naphtha","Net Deliveries",2021,204.805,1
"Sweden","Naphtha","Net Deliveries",2021,387.769,1
"Sweden","Other oil products","Net Deliveries",2021,684.276,1
"Sweden","Other oil products","Net Deliveries",2021,814.857,1
"Sweden","Residual fuel oil","Consumption Pattern",2021,464.63,1
"Sweden","Residual fuel oil","Consumption Pattern",2021,519.854,1
"Sweden","Residual fuel oil","Net Deliveries",2021,306.075,1
"Sweden","Residual fuel oil","Net Deliveries",2021,356.453,1
"Sweden","Total gas oil production","Consumption Pattern",2021,450.242,1
"Sweden","Total gas oil production","Consumption Pattern",2021,464.137,1
"Sweden","Total gas oil production","Net Deliveries",2021,2157.023,1
"Sweden","Total gas oil production","Net Deliveries",2021,2169.276,1
"Sweden","Total kerosene production","Net Deliveries",2021,364.778,1
"Sweden","Total kerosene production","Net Deliveries",2021,712.171,1
"Sweden","Total oil production","Consumption Pattern",2021,4135.173,1
"Sweden","Total oil production","Consumption Pattern",2021,4687.903,1
"Sweden","Total oil products production","Consumption Pattern",2021,3038.191,1
"Sweden","Total oil products production","Consumption Pattern",2021,3041.716,1
"Sweden","Total oil products production","Net Deliveries",2021,9925.42,1
"Sweden","Total oil products production","Net Deliveries",2021,10388.293,1
"Switzerland","Crude oil","Consumption Pattern",2021,41.559,1
"Switzerland","Crude oil","Consumption Pattern",2021,55.716,1
"Switzerland","Gasoline and diesel","Net Deliveries",2021,4809.939,1
"Switzerland","Gasoline and diesel","Net Deliveries",2021,5125.653,1
"Switzerland","Liquified Petroleum Gas","Net Deliveries",2021,150.916,1
"Switzerland","Liquified Petroleum Gas","Net Deliveries",2021,161.188,1
"Switzerland","Middle distillates","Consumption Pattern",2021,2340.109,1
"Switzerland","Middle distillates","Consumption Pattern",2021,2783.191,1
"Switzerland","Naphtha","Net Deliveries",2021,13.715,1
"Switzerland","Naphtha","Net Deliveries",2021,20.971,1
"Switzerland","Other oil products","Net Deliveries",2021,317.209,1
"Switzerland","Other oil products","Net Deliveries",2021,331.951,1
"Switzerland","Residual fuel oil","Consumption Pattern",2021,50.997,1
"Switzerland","Residual fuel oil","Consumption Pattern",2021,62.454,1
"Switzerland","Total gas oil production","Consumption Pattern",2021,927.538,1
"Switzerland","Total gas oil production","Consumption Pattern",2021,980.138,1
"Switzerland","Total gas oil production","Net Deliveries",2021,2087.706,1
"Switzerland","Total gas oil production","Net Deliveries",2021,2132.692,1
"Switzerland","Total kerosene production","Net Deliveries",2021,786.994,1
"Switzerland","Total kerosene production","Net Deliveries",2021,1385.389,1
"Switzerland","Total oil production","Consumption Pattern",2021,3401.196,1
"Switzerland","Total oil production","Consumption Pattern",2021,3896.801,1
"Switzerland","Total oil products production","Consumption Pattern",2021,3345.48,1
"Switzerland","Total oil products production","Consumption Pattern",2021,3855.242,1
"Switzerland","Total oil products production","Net Deliveries",2021,8552.193,1
"Switzerland","Total oil products production","Net Deliveries",2021,8772.13,1
"Türkiye","Crude oil","Consumption Pattern",2021,6792.344,1
"Türkiye","Crude oil","Consumption Pattern",2021,7021.057,1
"Türkiye","Crude oil","Industrial Production",2021,3441.66,1
"Türkiye","Crude oil","Industrial Production",2021,3583.113,1
"Türkiye","Gasoline and diesel","Net Deliveries",2021,24974.235,1
"Türkiye","Gasoline and diesel","Net Deliveries",2021,25131.7,1
"Türkiye","Liquified Petroleum Gas","Net Deliveries",2021,3868.285,1
"Türkiye","Liquified Petroleum Gas","Net Deliveries",2021,3918.819,1
"Türkiye","Middle distillates","Consumption Pattern",2021,2129.122,1
"Türkiye","Middle distillates","Consumption Pattern",2021,2660.466,1
"Türkiye","Naphtha","Net Deliveries",2021,1297.189,1
"Türkiye","Naphtha","Net Deliveries",2021,1841,1
"Türkiye","Other oil products","Net Deliveries",2021,8318.325,1
"Türkiye","Other oil products","Net Deliveries",2021,8714.7,1
"Türkiye","Residual fuel oil","Consumption Pattern",2021,790.482,1
"Türkiye","Residual fuel oil","Consumption Pattern",2021,1237.216,1
"Türkiye","Residual fuel oil","Net Deliveries",2021,268.636,1
"Türkiye","Residual fuel oil","Net Deliveries",2021,329.527,1
"Türkiye","Total gas oil production","Consumption Pattern",2021,336.438,1
"Türkiye","Total gas oil production","Consumption Pattern",2021,358.966,1
"Türkiye","Total gas oil production","Net Deliveries",2021,1677.854,1
"Türkiye","Total gas oil production","Net Deliveries",2021,2199.258,1
"Türkiye","Total kerosene production","Net Deliveries",2021,3507.406,1
"Türkiye","Total kerosene production","Net Deliveries",2021,4936.892,1
"Türkiye","Total oil production","Consumption Pattern",2021,11784.675,1
"Türkiye","Total oil production","Consumption Pattern",2021,11995.079,1
"Türkiye","Total oil products production","Consumption Pattern",2021,4974.022,1
"Türkiye","Total oil products production","Consumption Pattern",2021,4992.331,1
"Türkiye","Total oil products production","Net Deliveries",2021,44663.74,1
"Türkiye","Total oil products production","Net Deliveries",2021,46320.086,1
"United Kingdom","Crude oil","Consumption Pattern",2021,4137,1
"United Kingdom","Crude oil","Consumption Pattern",2021,4591,1
"United Kingdom","Crude oil","Industrial Production",2021,37750.743,1
"United Kingdom","Crude oil","Industrial Production",2021,40865,1
"United Kingdom","Gasoline and diesel","Net Deliveries",2021,27867,1
"United Kingdom","Gasoline and diesel","Net Deliveries",2021,28029,1
"United Kingdom","Liquified Petroleum Gas","Net Deliveries",2021,2489,1
"United Kingdom","Liquified Petroleum Gas","Net Deliveries",2021,2562,1
"United Kingdom","Middle distillates","Consumption Pattern",2021,2536,1
"United Kingdom","Middle distillates","Consumption Pattern",2021,2584,1
"United Kingdom","Naphtha","Net Deliveries",2021,53,1
"United Kingdom","Naphtha","Net Deliveries",2021,155,1
"United Kingdom","Other oil products","Net Deliveries",2021,3289,1
"United Kingdom","Other oil products","Net Deliveries",2021,3542,1
"United Kingdom","Residual fuel oil","Consumption Pattern",2021,201,1
"United Kingdom","Residual fuel oil","Consumption Pattern",2021,239,1
"United Kingdom","Residual fuel oil","Net Deliveries",2021,256,1
"United Kingdom","Residual fuel oil","Net Deliveries",2021,324.346,1
"United Kingdom","Total gas oil production","Consumption Pattern",2021,982,1
"United Kingdom","Total gas oil production","Consumption Pattern",2021,1188,1
"United Kingdom","Total gas oil production","Net Deliveries",2021,10817,1
"United Kingdom","Total gas oil production","Net Deliveries",2021,11882,1
"United Kingdom","Total kerosene production","Net Deliveries",2021,8071,1
"United Kingdom","Total kerosene production","Net Deliveries",2021,12539,1
"United Kingdom","Total oil production","Consumption Pattern",2021,8801,1
"United Kingdom","Total oil production","Consumption Pattern",2021,9474,1
"United Kingdom","Total oil products production","Consumption Pattern",2021,4664,1
"United Kingdom","Total oil products production","Consumption Pattern",2021,4883,1
"United Kingdom","Total oil products production","Net Deliveries",2021,53197,1
"United Kingdom","Total oil products production","Net Deliveries",2021,58678.346,1
"United States","Crude oil","Consumption Pattern",2021,102567,1
"United States","Crude oil","Consumption Pattern",2021,131548,1
"United States","Crude oil","Industrial Production",2021,702512,1
"United States","Crude oil","Industrial Production",2021,749969,1
"United States","Gasoline and diesel","Net Deliveries",2021,188284.815,1
"United States","Gasoline and diesel","Net Deliveries",2021,190136.556,1
"United States","Liquified Petroleum Gas","Net Deliveries",2021,32652,1
"United States","Liquified Petroleum Gas","Net Deliveries",2021,32777,1
"United States","Middle distillates","Consumption Pattern",2021,18218,1
"United States","Middle distillates","Consumption Pattern",2021,19945,1
"United States","Naphtha","Net Deliveries",2021,5925,1
"United States","Naphtha","Net Deliveries",2021,7977,1
"United States","Other oil products","Net Deliveries",2021,100967,1
"United States","Other oil products","Net Deliveries",2021,107089,1
"United States","Residual fuel oil","Consumption Pattern",2021,5202,1
"United States","Residual fuel oil","Consumption Pattern",2021,5842,1
"United States","Residual fuel oil","Net Deliveries",2021,3304,1
"United States","Residual fuel oil","Net Deliveries",2021,3490,1
"United States","Total gas oil production","Consumption Pattern",2021,21285,1
"United States","Total gas oil production","Consumption Pattern",2021,22298,1
"United States","Total gas oil production","Net Deliveries",2021,379378.851,1
"United States","Total gas oil production","Net Deliveries",2021,379625.411,1
"United States","Total kerosene production","Net Deliveries",2021,63327,1
"United States","Total kerosene production","Net Deliveries",2021,71876,1
"United States","Total oil production","Consumption Pattern",2021,168007,1
"United States","Total oil production","Consumption Pattern",2021,197026,1
"United States","Total oil products production","Consumption Pattern",2021,65440,1
"United States","Total oil products production","Consumption Pattern",2021,65478,1
"United States","Total oil products production","Net Deliveries",2021,776137.226,1
"United States","Total oil products production","Net Deliveries",2021,790672.407,1
