parent_gem_entity_id,parent,immediate_project_owner_gem_entity_id,immediate_project_owner,ownership_path_records
E100001015587,small shareholder(s),E100000000766,Equinor ASA,2
E100001015587,small shareholder(s),E100000001193,Dominion Energy Inc,2
E100001015587,small shareholder(s),E100000001245,Kinder Morgan Inc,2
E100001015587,small shareholder(s),E100000001270,Occidental Petroleum Corp,2
E100001015587,small shareholder(s),E100000152934,Genesis Energy LP,2
E100001015587,small shareholder(s),E100000153028,Oil India Ltd,2
E100001015587,small shareholder(s),E100001012563,Vår Energi AS,2
E100001015587,small shareholder(s),E100001014097,Amberjack Pipeline Co LLC,2
E100001015587,small shareholder(s),E100001014128,Apache Corp,2
E100001015587,small shareholder(s),E100001014132,Arab Petroleum Pipelines Co,2
E100001015587,small shareholder(s),E100001014222,Azerbaijan International Operating Co,2
E100001015587,small shareholder(s),E100001014283,Beach Energy Ltd,2
E100001015587,small shareholder(s),E100001014293,Blue Marlin Offshore Port LLC,2
E100001015587,small shareholder(s),E100001014361,Cactus II Pipeline LLC,2
E100001015587,small shareholder(s),E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100001015587,small shareholder(s),E100001014398,Centurion Pipeline LP,2
E100001015587,small shareholder(s),E100001014423,Chaparral Pipeline Company LLC,2
E100001015587,small shareholder(s),E100001014539,Numaligarh Refinery Ltd,2
E100001015587,small shareholder(s),E100001014556,Dakota Access LLC,2
E100001015587,small shareholder(s),E100001014603,Double Eagle Pipeline LLC,2
E100001015587,small shareholder(s),E100001014604,Magellan Midstream Partners LP,2
E100001015587,small shareholder(s),E100001014605,Kinder Morgan Energy Partners LP,2
E100001015587,small shareholder(s),E100001014646,EnLink Midstream LLC,2
E100001015587,small shareholder(s),E100001014764,Front Range Pipeline LLC,2
E100001015587,small shareholder(s),E100001014841,Williams Companies Inc,2
E100001015587,small shareholder(s),E100001015012,Hocol SA,2
E100001015587,small shareholder(s),E100001015340,MunayTas North-West Pipeline Company LLP,2
E100001015587,small shareholder(s),E100001015374,KN Energies AB,2
E100001015587,small shareholder(s),E100001015564,Nord-West Oelleitung GmbH,2
E100001015587,small shareholder(s),E100001015599,Sunoco LP,2
E100001015587,small shareholder(s),E100001015808,PetroNeft Resources PLC,2
E100001015587,small shareholder(s),E100001015877,Texas Eastern Transmission LP,2
E100001015587,small shareholder(s),E100001015878,Texas Express Pipeline LLC,2
E100001015587,small shareholder(s),E100001015882,Thai Pipeline Network Co Ltd,2
E100001015587,small shareholder(s),E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100001015587,small shareholder(s),E100001015948,Red River Pipeline Co LLC,2
E100001015587,small shareholder(s),E100001015984,Tullow Oil PLC,2
E100001015587,small shareholder(s),E100001016058,STACK Pipeline LLC,2
E100001015587,small shareholder(s),E100001016065,Saddlehorn Pipeline Company LLC,2
E100001015587,small shareholder(s),E100002001364,BANGL LLC,2
E100001015587,small shareholder(s),E100002004319,Leveret Pipeline Company LLC,2
E100001015587,small shareholder(s),E100002004498,Sociedad Nacional de Oleoductos SA,2
E100001015587,small shareholder(s),E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100001015599,Sunoco LP,E100001015599,Sunoco LP,2
E100001015621,Empire Paloma LLC,E100001015619,Ship Shoal Pipeline Company LLC,2
E100001015644,Dodge & Cox,E100001014764,Front Range Pipeline LLC,2
E100001015644,Dodge & Cox,E100001015878,Texas Express Pipeline LLC,2
E100001015689,Ministry of Finance (Thailand),E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100001015782,Invesco Advisers Inc,E100001014764,Front Range Pipeline LLC,2
E100001015792,Masila Petroleum Exploration & Production Co,E100001015792,Masila Petroleum Exploration & Production Co,2
E100001015807,Government of Yemen,E100001015792,Masila Petroleum Exploration & Production Co,2
E100001015809,Natlata Partners Ltd,E100001015808,PetroNeft Resources PLC,2
E100001015812,J&E Davy Unlimited Co,E100001015808,PetroNeft Resources PLC,2
E100001015833,Blackrock Advisors LLC,E100000000015,BHP Group Ltd,2
E100001015833,Blackrock Advisors LLC,E100000000874,Rosneft PJSC,2
E100001015833,Blackrock Advisors LLC,E100000001096,BP PLC,2
E100001015833,Blackrock Advisors LLC,E100000001193,Dominion Energy Inc,2
E100001015833,Blackrock Advisors LLC,E100000001245,Kinder Morgan Inc,2
E100001015833,Blackrock Advisors LLC,E100000001764,Pan American Energy SL,2
E100001015833,Blackrock Advisors LLC,E100001014097,Amberjack Pipeline Co LLC,2
E100001015833,Blackrock Advisors LLC,E100001014128,Apache Corp,2
E100001015833,Blackrock Advisors LLC,E100001014222,Azerbaijan International Operating Co,2
E100001015833,Blackrock Advisors LLC,E100001014293,Blue Marlin Offshore Port LLC,2
E100001015833,Blackrock Advisors LLC,E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100001015833,Blackrock Advisors LLC,E100001014398,Centurion Pipeline LP,2
E100001015833,Blackrock Advisors LLC,E100001014438,Chevron Caspian Pipeline Consortium Co,2
E100001015833,Blackrock Advisors LLC,E100001014556,Dakota Access LLC,2
E100001015833,Blackrock Advisors LLC,E100001014603,Double Eagle Pipeline LLC,2
E100001015833,Blackrock Advisors LLC,E100001014605,Kinder Morgan Energy Partners LP,2
E100001015833,Blackrock Advisors LLC,E100001014646,EnLink Midstream LLC,2
E100001015833,Blackrock Advisors LLC,E100001014764,Front Range Pipeline LLC,2
E100001015833,Blackrock Advisors LLC,E100001014841,Williams Companies Inc,2
E100001015833,Blackrock Advisors LLC,E100001015388,Senex Energy Pty Ltd,2
E100001015833,Blackrock Advisors LLC,E100001015564,Nord-West Oelleitung GmbH,2
E100001015833,Blackrock Advisors LLC,E100001015599,Sunoco LP,2
E100001015833,Blackrock Advisors LLC,E100001015838,Phillips 66 Partners LP,2
E100001015833,Blackrock Advisors LLC,E100001015923,TotalEnergies EP Norge AS,2
E100001015833,Blackrock Advisors LLC,E100001016058,STACK Pipeline LLC,2
E100001015833,Blackrock Advisors LLC,E100001016065,Saddlehorn Pipeline Company LLC,2
E100001015833,Blackrock Advisors LLC,E100001016077,Wintershall Dea Norge AS,2
E100001015833,Blackrock Advisors LLC,E100002001364,BANGL LLC,2
E100001015833,Blackrock Advisors LLC,E100002005155,North Oil Company,2
E100001015833,Blackrock Advisors LLC,E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100001015850,Plains GP Holdings LP,E100001014361,Cactus II Pipeline LLC,2
E100001015850,Plains GP Holdings LP,E100001015948,Red River Pipeline Co LLC,2
E100001015850,Plains GP Holdings LP,E100001016058,STACK Pipeline LLC,2
E100001015850,Plains GP Holdings LP,E100001016065,Saddlehorn Pipeline Company LLC,2
E100001015852,Tortoise Capital Advisors LLC,E100001014361,Cactus II Pipeline LLC,2
E100001015852,Tortoise Capital Advisors LLC,E100001015948,Red River Pipeline Co LLC,2
E100001015852,Tortoise Capital Advisors LLC,E100001016058,STACK Pipeline LLC,2
E100001015852,Tortoise Capital Advisors LLC,E100001016065,Saddlehorn Pipeline Company LLC,2
E100001015866,Willow Tree SARL,E100001015865,Pluspetrol Resources Corporation BV,2
E100001015867,Century Holdings SARL,E100001015865,Pluspetrol Resources Corporation BV,2
E100001015868,Endurance Corporation SARL,E100001015865,Pluspetrol Resources Corporation BV,2
E100001015884,Star Petroleum Refining PCL,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100001015885,Bangchak Sriracha PCL,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100001015886,PTT Oil and Retail Business PCL,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100001015935,Canada Development Investment Corp,E100001015933,Trans Mountain Corp,2
E100001015988,BP Russian Investments Ltd,E100001015564,Nord-West Oelleitung GmbH,2
E100001015988,BP Russian Investments Ltd,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100001015989,QH Oil Investments LLC,E100001015564,Nord-West Oelleitung GmbH,2
E100001015989,QH Oil Investments LLC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100001015991,National Settlement Depository JSC,E100001015564,Nord-West Oelleitung GmbH,2
E100001015991,National Settlement Depository JSC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100001015992,RN-NeftKapitalInvest LLC,E100001015564,Nord-West Oelleitung GmbH,2
E100001015992,RN-NeftKapitalInvest LLC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100001016035,Western Midstream Partners LP,E100001014764,Front Range Pipeline LLC,2
E100001016066,Black Diamond Gathering LLC,E100001016065,Saddlehorn Pipeline Company LLC,2
E100001016070,West Texas Gas Inc,E100002001364,BANGL LLC,2
E100001016125,Mitsubishi UFJ Trust and Banking Corp,E100001014222,Azerbaijan International Operating Co,2
E100001016126,The Norinchukin Trust & Banking Co Ltd,E100001014222,Azerbaijan International Operating Co,2
E100001016255,Sumitomo Mitsui Trust Group,E100001014222,Azerbaijan International Operating Co,2
E100001016256,Resona Bank Ltd,E100001014222,Azerbaijan International Operating Co,2
E100001016257,Asahi Mutual Life Insurance Co,E100001014222,Azerbaijan International Operating Co,2
E100001016380,Citigroup Pty Ltd,E100000000015,BHP Group Ltd,2
E100001016380,Citigroup Pty Ltd,E100001014283,Beach Energy Ltd,2
E100001016390,HSBC Bank Australia Ltd,E100001014283,Beach Energy Ltd,2
E100001016392,Citigroup Global Markets Australia Pty Ltd,E100000000015,BHP Group Ltd,2
E100001016492,Norinchukin Bank,E100001014222,Azerbaijan International Operating Co,2
E100001016498,Mitsubishi UFJ Financial Group Inc,E100001014222,Azerbaijan International Operating Co,2
E100001016645,T. Rowe Price Group Inc,E100001014293,Blue Marlin Offshore Port LLC,2
E100001016645,T. Rowe Price Group Inc,E100001014398,Centurion Pipeline LP,2
E100001016645,T. Rowe Price Group Inc,E100001014556,Dakota Access LLC,2
E100001016645,T. Rowe Price Group Inc,E100001015599,Sunoco LP,2
E100001016677,Government of Italy,E100001012563,Vår Energi AS,2
E100001016677,Government of Italy,E100001014683,Eni International (N.A.) NV SARL,2
E100001016771,Moscow Exchange MICEX-RTS PJSC,E100001015564,Nord-West Oelleitung GmbH,2
E100001016771,Moscow Exchange MICEX-RTS PJSC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002000989,State Development Corporation VEB.RF,E100001015564,Nord-West Oelleitung GmbH,2
E100002000989,State Development Corporation VEB.RF,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002001296,Vista Energy SAB de CV,E100002001295,Vista Energy Argentina SAU,2
E100002001296,Vista Energy SAB de CV,E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100002001974,member/employee owned,E100001014222,Azerbaijan International Operating Co,2
E100002001974,member/employee owned,E100001014293,Blue Marlin Offshore Port LLC,2
E100002001974,member/employee owned,E100001014398,Centurion Pipeline LP,2
E100002001974,member/employee owned,E100001014556,Dakota Access LLC,2
E100002001974,member/employee owned,E100001014764,Front Range Pipeline LLC,2
E100002001974,member/employee owned,E100001015599,Sunoco LP,2
E100002001974,member/employee owned,E100001015878,Texas Express Pipeline LLC,2
E100002001974,member/employee owned,E100001015882,Thai Pipeline Network Co Ltd,2
E100002001974,member/employee owned,E100002005155,North Oil Company,2
E100002003559,Control Empresarial de Capitales SA de CV,E100001016077,Wintershall Dea Norge AS,2
E100002004370,Sunoco GP LLC,E100001015599,Sunoco LP,2
E100002004501,Infra Inversiones SpA,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004503,Quiñenco SA,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004504,Andsberg Inversiones Ltda,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004505,Luksburg Foundation,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004506,Ruana Copper AG Agencia Chile,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004507,Inmobiliaria e Inversiones Rio Claro SA,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004508,Inversiones Consolidadas Ltda,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100002004538,Central Bank of the Russian Federation,E100001015564,Nord-West Oelleitung GmbH,2
E100002004538,Central Bank of the Russian Federation,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002004539,Sberbank PJSC,E100001015564,Nord-West Oelleitung GmbH,2
E100002004539,Sberbank PJSC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002005039,EIG Asset Management LLC,E100001016077,Wintershall Dea Norge AS,2
E100002005153,Ministry of Finance (Norway),E100001014067,Aker BP ASA,2
E100002005244,Banco BTG Pactual SA,E100001014062,Meren Energy Inc,2
E100002005248,BTG Pactual Holding Financeira Ltda,E100001014062,Meren Energy Inc,2
E100002005290,Ministry of Treasury and Finance (Turkey),E100001014222,Azerbaijan International Operating Co,2
E100002005456,Double A Ltd,E100001014649,EnQuest Heather Ltd,2
E100002005457,Aberforth Partners LLP,E100001014649,EnQuest Heather Ltd,2
E100002005458,Hargreaves Lansdown Asset Management Ltd,E100001014649,EnQuest Heather Ltd,2
E100002005503,Hidden Lake SA,E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100002007636,Bp Exploration Co Ltd,E100001014067,Aker BP ASA,2
E100002007653,Bp International Ltd,E100001014067,Aker BP ASA,2
E100002007653,Bp International Ltd,E100001015564,Nord-West Oelleitung GmbH,2
E100002007653,Bp International Ltd,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100000001096,BP PLC,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100000001764,Pan American Energy SL,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001014067,Aker BP ASA,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001014222,Azerbaijan International Operating Co,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015564,Nord-West Oelleitung GmbH,2
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002007779,Third Platform Services Ltd,E100001015808,PetroNeft Resources PLC,2
E100002007783,Hargreaves Lansdown PLC,E100001014649,EnQuest Heather Ltd,2
E100002007877,Pan American Sur SA,E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100002011285,Resonac Holdings Corp,E100001014222,Azerbaijan International Operating Co,2
E100002014004,Bridas Energy Holdings Ltd,E100000001764,Pan American Energy SL,2
E100002015130,JP Morgan Holdings Australia Pty Ltd,E100001014283,Beach Energy Ltd,2
E100002015131,JP Morgan International Finance Ltd,E100001014283,Beach Energy Ltd,2
E100002015132,JP Morgan International Inc,E100001014283,Beach Energy Ltd,2
E100002016070,Mutual Fund Vayupak One,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100002016408,Ministry of Finance (Russia),E100001015564,Nord-West Oelleitung GmbH,2
E100002016408,Ministry of Finance (Russia),E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
E100002019433,EIP EP LLC,E100001014361,Cactus II Pipeline LLC,2
E100002019433,EIP EP LLC,E100001015948,Red River Pipeline Co LLC,2
E100002019433,EIP EP LLC,E100001016058,STACK Pipeline LLC,2
E100002019433,EIP EP LLC,E100001016065,Saddlehorn Pipeline Company LLC,2
E100002021813,HSBC holdings plc,E100001014283,Beach Energy Ltd,2
E100002021868,ALPS holdings Inc,E100001014361,Cactus II Pipeline LLC,2
E100002021868,ALPS holdings Inc,E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100002021868,ALPS holdings Inc,E100001014764,Front Range Pipeline LLC,2
E100002021868,ALPS holdings Inc,E100001015599,Sunoco LP,2
E100002021868,ALPS holdings Inc,E100001015948,Red River Pipeline Co LLC,2
E100002021868,ALPS holdings Inc,E100001016058,STACK Pipeline LLC,2
E100002021868,ALPS holdings Inc,E100001016065,Saddlehorn Pipeline Company LLC,2
E100002022039,Citibank Overseas Investment Corp,E100000000015,BHP Group Ltd,2
E100002022039,Citibank Overseas Investment Corp,E100001014283,Beach Energy Ltd,2
E100002022047,The Stock Exchange of Thailand,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100002022061,Massachusetts Mutual Life Insurance Co,E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100002022061,Massachusetts Mutual Life Insurance Co,E100001014764,Front Range Pipeline LLC,2
E100002022062,Trian Fund Management LP,E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100002022062,Trian Fund Management LP,E100001014764,Front Range Pipeline LLC,2
E100002022081,JERA Power Management Asia,E100001015882,Thai Pipeline Network Co Ltd,2
E100002022083,DGA Thailand BV,E100001015882,Thai Pipeline Network Co Ltd,2
E100002022084,Kyuden International Europe BV,E100001015882,Thai Pipeline Network Co Ltd,2
E100002022199,Quanta Services Inc,E100002001364,BANGL LLC,2
E100002022200,Global X Management Company,E100001014367,Cameron Highway Oil Pipeline Company LLC,2
E100002022201,Tortoise Borrower LLC,E100001014361,Cactus II Pipeline LLC,2
E100002022201,Tortoise Borrower LLC,E100001015948,Red River Pipeline Co LLC,2
E100002022201,Tortoise Borrower LLC,E100001016058,STACK Pipeline LLC,2
E100002022201,Tortoise Borrower LLC,E100001016065,Saddlehorn Pipeline Company LLC,2
E100002022203,Dai-ichi Life Holdings Inc,E100001014222,Azerbaijan International Operating Co,2
E100002022234,Hotchkis and Wiley Capital Management LLC,E100001014128,Apache Corp,2
E100000000003,Sonatrach SpA,E100001015806,Transportadora de Gas del Perú SA,1
E100000000013,YPF SA,E100002004332,Compañía Mega SA,1
E100000000013,YPF SA,E100002004444,Refinor SA,1
E100000000019,Origin Energy Ltd,E100000000019,Origin Energy Ltd,1
E100000000027,OMV AG,E100001015636,OMV (Norge) AS,1
E100000000084,Petróleo Brasileiro SA,E100002004332,Compañía Mega SA,1
E100000000104,Brookfield Corp,E100000000118,Inter Pipeline Ltd,1
E100000000104,Brookfield Corp,E100001014482,Cold Lake Pipeline LP,1
E100000000104,Brookfield Corp,E100001015596,Northstar Holdco Energy LLC,1
E100000000105,Canadian Natural Resources Ltd,E100001014357,CNR International (UK) Ltd,1
E100000000112,Enbridge Inc,E100001014670,Enbridge Frontier Inc,1
E100000000112,Enbridge Inc,E100001014875,Gray Oak Pipeline LLC,1
E100000000112,Enbridge Inc,E100001015053,Illinois Extension Pipeline Company LLC,1
E100000000127,Pembina Pipeline Corp,E100001015671,PKM Cochin ULC,1
E100000000135,Suncor Energy Inc,E100001015894,Portland Pipe Line Corp,1
E100000000172,China National Offshore Oil Corp,E100001014354,CNOOC Ltd,1
E100000000172,China National Offshore Oil Corp,E100001014421,Chaoyang Petroleum (BVI) Ltd,1
E100000000172,China National Offshore Oil Corp,E100001014627,East African Crude Oil Pipeline Ltd,1
E100000000220,Industrial and Commercial Bank of China Ltd,E100000122509,North Huajin Chemical Industries Group Corp,1
E100000000245,PetroChina Co Ltd,E100001015839,PetroChina Canada Ltd,1
E100000000336,United Company RUSAL PJSC,E100001015405,Norilsktransgaz JSC,1
E100000000387,TotalEnergies SE,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100000000387,TotalEnergies SE,E100001014627,East African Crude Oil Pipeline Ltd,1
E100000000387,TotalEnergies SE,E100001015911,TotalEnergies E&P UK Ltd,1
E100000000387,TotalEnergies SE,E100001015918,TotalEnergies EP Nigeria Ltd,1
E100000000424,Linde PLC,E100002004327,Liquigas Ltd,1
E100000000505,MOL Magyar Olajes Gazipari Nyrt,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100000000505,MOL Magyar Olajes Gazipari Nyrt,E100002004536,IES Italiana Energia e Servizi SpA,1
E100000000524,Oil and Natural Gas Corporation Ltd,E100000001916,HPCL-Mittal Energy Ltd,1
E100000000524,Oil and Natural Gas Corporation Ltd,E100001014879,Greater Nile Petroleum Operating Co Ltd,1
E100000000524,Oil and Natural Gas Corporation Ltd,E100001015281,Mansarovar Energy Colombia Ltd,1
E100000000524,Oil and Natural Gas Corporation Ltd,E100001016002,Vankorneft JSC,1
E100000000533,PT Medco Energi Internasional Tbk,E100000000533,PT Medco Energi Internasional Tbk,1
E100000000538,PT Pertamina (Persero) PT,E100001014154,Etablissements Maurel & Prom SA,1
E100000000538,PT Pertamina (Persero) PT,E100001015679,PT Pertamina Gas Negara Tbk,1
E100000000556,National Iranian Oil Co,E100001015829,Petroleum Engineering and Development Co,1
E100000000585,Delek Group Ltd,E100001014436,Chevron North Sea Ltd,1
E100000000610,Eni SpA,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100000000610,Eni SpA,E100001014436,Chevron North Sea Ltd,1
E100000000610,Eni SpA,E100001015527,Eni Energy Group Ltd,1
E100000000645,Japan Petroleum Exploration Co,E100000000645,Japan Petroleum Exploration Co,1
E100000000669,National Company KazMunayGas JSC,E100001015190,KMG International NV,1
E100000000671,Samruk-Kazyna SWF JSC,E100001015190,KMG International NV,1
E100000000694,Vitol Holding II SA,E100000000694,Vitol Holding II SA,1
E100000000702,Petroliam Nasional Bhd,E100000000702,Petroliam Nasional Bhd,1
E100000000702,Petroliam Nasional Bhd,E100001014879,Greater Nile Petroleum Operating Co Ltd,1
E100000000746,Shell PLC,E100001014673,Endymion Oil Pipeline Company LLC,1
E100000000746,Shell PLC,E100001015210,LOCAP LLC,1
E100000000746,Shell PLC,E100001015211,LOOP LLC,1
E100000000746,Shell PLC,E100001015289,Mars Oil Pipeline Company LLC,1
E100000000746,Shell PLC,E100001015612,Shell Pipeline Company LP,1
E100000000759,Oando PLC,E100000003650,Nigerian Agip Oil Company Ltd,1
E100000000766,Equinor ASA,E100000001607,Ørsted A/S,1
E100000000766,Equinor ASA,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100000000777,Government of Oman,E100000000777,Government of Oman,1
E100000000777,Government of Oman,E100000133592,OQ Gas Networks SAOC,1
E100000000781,OQ SAOC,E100000133592,OQ Gas Networks SAOC,1
E100000000825,Nationale-Nederlanden Open Pension Fund,E100002004375,ORLEN Lietuva AB,1
E100000000827,ORLEN SA,E100002004375,ORLEN Lietuva AB,1
E100000000839,Government of Qatar,E100000000975,Iberdrola SA,1
E100000000839,Government of Qatar,E100001015405,Norilsktransgaz JSC,1
E100000000839,Government of Qatar,E100001016002,Vankorneft JSC,1
E100000000839,Government of Qatar,E100001016003,Verkhnechonskneftegaz JSC,1
E100000000845,Qatar Investment Authority,E100000000975,Iberdrola SA,1
E100000000845,Qatar Investment Authority,E100001015405,Norilsktransgaz JSC,1
E100000000845,Qatar Investment Authority,E100001016002,Vankorneft JSC,1
E100000000845,Qatar Investment Authority,E100001016003,Verkhnechonskneftegaz JSC,1
E100000000851,Government of Romania,E100001015645,Oil Terminal SA,1
E100000000870,Norilsk Nickel Mining and Metallurgical Company PJSC,E100001015405,Norilsktransgaz JSC,1
E100000000874,Rosneft PJSC,E100001016002,Vankorneft JSC,1
E100000000874,Rosneft PJSC,E100001016003,Verkhnechonskneftegaz JSC,1
E100000000881,Tatneft PJSC,E100000000881,Tatneft PJSC,1
E100000000888,Saudi Arabian Oil Co,E100000003600,Motiva Enterprises LLC,1
E100000000888,Saudi Arabian Oil Co,E100001014136,Aramco Gulf Operations Co Ltd,1
E100000000958,Samchully Co Ltd,E100000121239,ST International Corp,1
E100000000962,Government of South Korea,E100000120689,KDB Infrastructure Investments Asset Management Co Ltd,1
E100000000962,Government of South Korea,E100001014566,Dana Petroleum Ltd,1
E100000000975,Iberdrola SA,E100000000975,Iberdrola SA,1
E100000000980,Repsol SA,E100001014305,Brae Group,1
E100000001078,Abu Dhabi National Energy Company PJSC,E100000001078,Abu Dhabi National Energy Company PJSC,1
E100000001079,Abu Dhabi National Oil Co,E100001014027,Abu Dhabi Crude Oil Pipeline LLC,1
E100000001079,Abu Dhabi National Oil Co,E100001015636,OMV (Norge) AS,1
E100000001080,Abu Dhabi Power Corp,E100000001078,Abu Dhabi National Energy Company PJSC,1
E100000001086,Mubadala Investment Company PJSC,E100001014343,CEPSA Colombia SA,1
E100000001096,BP PLC,E100001014266,Baku-Tbilisi-Ceyhan Pipeline Co,1
E100000001096,BP PLC,E100001014673,Endymion Oil Pipeline Company LLC,1
E100000001096,BP PLC,E100001015288,Mardi Gras Transportation System Co LLC,1
E100000001096,BP PLC,E100001015289,Mars Oil Pipeline Company LLC,1
E100000001096,BP PLC,E100001015912,Proteus Oil Pipeline Company LLC,1
E100000001096,BP PLC,E100001016002,Vankorneft JSC,1
E100000001096,BP PLC,E100001016003,Verkhnechonskneftegaz JSC,1
E100000001101,Centrica PLC,E100001014305,Brae Group,1
E100000001107,European Bank for Reconstruction and Development,E100001016002,Vankorneft JSC,1
E100000001107,European Bank for Reconstruction and Development,E100001016003,Verkhnechonskneftegaz JSC,1
E100000001155,Berkshire Hathaway Inc,E100001015998,Unocal Argentina Ltda,1
E100000001155,Berkshire Hathaway Inc,E100002004063,Chevron Phillips Chemical Company LLC,1
E100000001158,Blackstone Inc,E100001015112,Iron Horse Pipeline LLC,1
E100000001158,Blackstone Inc,E100001015113,Powder River Gateway LLC,1
E100000001158,Blackstone Inc,E100001015384,Seahorse Pipeline LLC,1
E100000001173,Carlyle Group Inc,E100001014343,CEPSA Colombia SA,1
E100000001177,CenterPoint Energy Inc,E100001014399,Lotus Midstream Operations LLC,1
E100000001179,Chevron Corp,E100001015998,Unocal Argentina Ltda,1
E100000001179,Chevron Corp,E100002004063,Chevron Phillips Chemical Company LLC,1
E100000001213,Exxon Mobil Corp,E100001014673,Endymion Oil Pipeline Company LLC,1
E100000001213,Exxon Mobil Corp,E100001015327,Mobil Exploration Norway Inc,1
E100000001213,Exxon Mobil Corp,E100001015672,PNG LNG Inc,1
E100000001213,Exxon Mobil Corp,E100001015869,Point Thomson Export Pipeline LLC,1
E100000001234,I Squared Capital Advisors LLC,E100001014009,AI Candelaria (Spain) SLU,1
E100000001245,Kinder Morgan Inc,E100001015011,Hiland Crude LLC,1
E100000001245,Kinder Morgan Inc,E100001015260,Kinder Morgan Crude & Condensate LLC,1
E100000001245,Kinder Morgan Inc,E100001015282,Kinder Morgan Freedom Pipeline LLC,1
E100000001245,Kinder Morgan Inc,E100001015858,Products (SE) Pipe Line Corp,1
E100000001247,KKR & Co. Inc,E100000001247,KKR & Co. Inc,1
E100000001254,Marathon Petroleum Corp,E100000001254,Marathon Petroleum Corp,1
E100000001254,Marathon Petroleum Corp,E100001014264,Tesoro High Plains Pipeline Company LLC,1
E100000001254,Marathon Petroleum Corp,E100001014875,Gray Oak Pipeline LLC,1
E100000001254,Marathon Petroleum Corp,E100001015053,Illinois Extension Pipeline Company LLC,1
E100000001254,Marathon Petroleum Corp,E100001015210,LOCAP LLC,1
E100000001254,Marathon Petroleum Corp,E100001015211,LOOP LLC,1
E100000001275,PBF Energy Inc,E100001015667,PBF Logistics LP,1
E100000001282,Phillips 66,E100001014875,Gray Oak Pipeline LLC,1
E100000001282,Phillips 66,E100002001388,Black Lake Pipeline Co,1
E100000001282,Phillips 66,E100002004063,Chevron Phillips Chemical Company LLC,1
E100000001282,Phillips 66,E100002004435,Phillips 66 Pipeline LLC,1
E100000001282,Phillips 66,E100002004494,Skelly-Belvieu Pipeline Company LLC,1
E100000001306,The Dow Chemical Company,E100002004332,Compañía Mega SA,1
E100000001306,The Dow Chemical Company,E100002004459,Seadrift Pipeline LLC,1
E100000001354,Ministry of Electricity (Iraq),E100000001354,Ministry of Electricity (Iraq),1
E100000001378,Andeavor,E100001015860,Tesoro Refining & Marketing Company LLC,1
E100000001384,Ares Management Corp,E100001015370,Salt Creek Midstream LLC,1
E100000001384,Ares Management Corp,E100001015844,Pilgrim Pipelines Holdings LLC,1
E100000001471,En+ Group PJSC,E100001015405,Norilsktransgaz JSC,1
E100000001492,Gazprom PJSC,E100000121263,Naftna Industrija Srbije AD,1
E100000001534,JPMorgan Chase & Co Corp,E100000137427,Woodside Energy Ltd,1
