parent_gem_entity_id,parent,immediate_project_owner_gem_entity_id,immediate_project_owner,ownership_path_records
E100000000746,Shell PLC,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100000000746,Shell PLC,E100001015944,Transalpine Pipeline Group,3
E100000000839,Government of Qatar,E100000000874,Rosneft PJSC,3
E100000000839,Government of Qatar,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100000000839,Government of Qatar,E100001015944,Transalpine Pipeline Group,3
E100000000845,Qatar Investment Authority,E100000000874,Rosneft PJSC,3
E100000000845,Qatar Investment Authority,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100000000845,Qatar Investment Authority,E100001015944,Transalpine Pipeline Group,3
E100000000869,LUKOIL PJSC,E100001015257,Lukoil-KaliningradMorneft LLC,3
E100000000874,Rosneft PJSC,E100000000874,Rosneft PJSC,3
E100000000874,Rosneft PJSC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100000000874,Rosneft PJSC,E100001015944,Transalpine Pipeline Group,3
E100000000998,Gunvor Group Ltd,E100001015944,Transalpine Pipeline Group,3
E100000001079,Abu Dhabi National Oil Co,E100001015944,Transalpine Pipeline Group,3
E100000001096,BP PLC,E100000000874,Rosneft PJSC,3
E100000001096,BP PLC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100000001096,BP PLC,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100000001096,BP PLC,E100001015944,Transalpine Pipeline Group,3
E100000001107,European Bank for Reconstruction and Development,E100000000874,Rosneft PJSC,3
E100000001107,European Bank for Reconstruction and Development,E100001015939,RN-Astra JSC,3
E100000001107,European Bank for Reconstruction and Development,E100001015944,Transalpine Pipeline Group,3
E100000001158,Blackstone Inc,E100001014626,Kinetik Holdings Inc,3
E100000001213,Exxon Mobil Corp,E100001015944,Transalpine Pipeline Group,3
E100000001237,ITOCHU Corp,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100000001254,Marathon Petroleum Corp,E100001014382,Capline Pipeline Company LLC,3
E100000001254,Marathon Petroleum Corp,E100001015312,Minnesota Pipe Line Co LLC,3
E100000001260,Morgan Stanley,E100001014626,Kinetik Holdings Inc,3
E100000001282,Phillips 66,E100001014300,Bluewater Texas Terminal LLC,3
E100000001282,Phillips 66,E100001015838,Phillips 66 Partners LP,3
E100000001282,Phillips 66,E100001015944,Transalpine Pipeline Group,3
E100000001321,Valero Energy Corp,E100001014324,Byhalia Pipeline LLC,3
E100000001321,Valero Energy Corp,E100001014581,Diamond Pipeline LLC,3
E100000001384,Ares Management Corp,E100001014616,EPIC Midstream Holdings LP,3
E100000001917,Hindustan Petroleum Corporation Ltd,E100000001917,Hindustan Petroleum Corporation Ltd,3
E100000001918,Indian Oil Corporation Ltd,E100000000523,ONGC Videsh Ltd,3
E100000001918,Indian Oil Corporation Ltd,E100000000524,Oil and Natural Gas Corporation Ltd,3
E100000001918,Indian Oil Corporation Ltd,E100000001917,Hindustan Petroleum Corporation Ltd,3
E100000002892,Ecopetrol SA,E100000002892,Ecopetrol SA,3
E100000121185,Rosneftegaz JSC,E100001015939,RN-Astra JSC,3
E100000121185,Rosneftegaz JSC,E100001015944,Transalpine Pipeline Group,3
E100000123261,natural person(s),E100001014324,Byhalia Pipeline LLC,3
E100000123261,natural person(s),E100001014382,Capline Pipeline Company LLC,3
E100000123261,natural person(s),E100001014581,Diamond Pipeline LLC,3
E100000123261,natural person(s),E100001014626,Kinetik Holdings Inc,3
E100000123261,natural person(s),E100001015944,Transalpine Pipeline Group,3
E100000123261,natural person(s),E100001015984,Tullow Oil PLC,3
E100000123261,natural person(s),E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100000123261,natural person(s),E100002004418,INEOS FPS Ltd,3
E100000123261,natural person(s),E100002008094,Japan Oil Development Co Ltd,3
E100000133542,The Dai-ichi Life Insurance Co Ltd,E100001014626,Kinetik Holdings Inc,3
E100000133542,The Dai-ichi Life Insurance Co Ltd,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100000133542,The Dai-ichi Life Insurance Co Ltd,E100002008094,Japan Oil Development Co Ltd,3
E100000134222,Mizuho Financial Group Inc,E100001014626,Kinetik Holdings Inc,3
E100000134222,Mizuho Financial Group Inc,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100000134222,Mizuho Financial Group Inc,E100002008094,Japan Oil Development Co Ltd,3
E100000136108,State Street Bank and Trust Co,E100000000874,Rosneft PJSC,3
E100000136108,State Street Bank and Trust Co,E100001014626,Kinetik Holdings Inc,3
E100000136108,State Street Bank and Trust Co,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100000136108,State Street Bank and Trust Co,E100001015944,Transalpine Pipeline Group,3
E100000136108,State Street Bank and Trust Co,E100002008094,Japan Oil Development Co Ltd,3
E100000136276,Flint Hills Resources LP,E100001015312,Minnesota Pipe Line Co LLC,3
E100000139852,JPMorgan Chase Bank,E100001014283,Beach Energy Ltd,3
E100000153028,Oil India Ltd,E100000000523,ONGC Videsh Ltd,3
E100000153028,Oil India Ltd,E100000000524,Oil and Natural Gas Corporation Ltd,3
E100000153028,Oil India Ltd,E100000001917,Hindustan Petroleum Corporation Ltd,3
E100001000085,Government of Norway,E100000000980,Repsol SA,3
E100001000089,Canada Pension Plan Investment Board,E100001016079,Wolf Midstream Inc,3
E100001000094,Government of Russia,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001000094,Government of Russia,E100001015944,Transalpine Pipeline Group,3
E100001000095,Emirate of Abu Dhabi (United Arab Emirates),E100001015944,Transalpine Pipeline Group,3
E100001000178,The Master Trust Bank of Japan Ltd,E100001014626,Kinetik Holdings Inc,3
E100001000178,The Master Trust Bank of Japan Ltd,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001000178,The Master Trust Bank of Japan Ltd,E100002008094,Japan Oil Development Co Ltd,3
E100001000179,Custody Bank of Japan Ltd,E100001014626,Kinetik Holdings Inc,3
E100001000179,Custody Bank of Japan Ltd,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001000179,Custody Bank of Japan Ltd,E100002008094,Japan Oil Development Co Ltd,3
E100001000197,Government of Kazakhstan,E100000000669,National Company KazMunayGas JSC,3
E100001000197,Government of Kazakhstan,E100001015204,Kazakhstan-China Pipeline LLP,3
E100001000270,Federal Agency for State Property Management (Russia),E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001000270,Federal Agency for State Property Management (Russia),E100001015944,Transalpine Pipeline Group,3
E100001000278,Government of Iraq,E100001014277,Basra Oil Co,3
E100001000284,Government of Israel,E100000000587,Europe Asia Pipeline Co,3
E100001000318,Government of Türkiye,E100001014253,BOTAŞ AŞ,3
E100001000330,Qatar Holding LLC,E100000000874,Rosneft PJSC,3
E100001000330,Qatar Holding LLC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001000330,Qatar Holding LLC,E100001015944,Transalpine Pipeline Group,3
E100001000346,Invesco Ltd,E100001015404,NGL Supply Wholesale LLC,3
E100001000348,BlackRock Inc,E100001014300,Bluewater Texas Terminal LLC,3
E100001000348,BlackRock Inc,E100001014324,Byhalia Pipeline LLC,3
E100001000348,BlackRock Inc,E100001014382,Capline Pipeline Company LLC,3
E100001000348,BlackRock Inc,E100001014581,Diamond Pipeline LLC,3
E100001000348,BlackRock Inc,E100001015312,Minnesota Pipe Line Co LLC,3
E100001000348,BlackRock Inc,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001000348,BlackRock Inc,E100001015404,NGL Supply Wholesale LLC,3
E100001000348,BlackRock Inc,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100001000348,BlackRock Inc,E100001015944,Transalpine Pipeline Group,3
E100001000348,BlackRock Inc,E100002008085,Overland Pass Pipeline Company LLC,3
E100001000382,Nippon Life Insurance Co,E100001014626,Kinetik Holdings Inc,3
E100001000382,Nippon Life Insurance Co,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001000382,Nippon Life Insurance Co,E100002008094,Japan Oil Development Co Ltd,3
E100001000397,Government of India,E100000000523,ONGC Videsh Ltd,3
E100001000397,Government of India,E100000000524,Oil and Natural Gas Corporation Ltd,3
E100001000397,Government of India,E100000001917,Hindustan Petroleum Corporation Ltd,3
E100001000416,Gunvor Employee Shareplan Ltd,E100001015944,Transalpine Pipeline Group,3
E100001000520,Life Insurance Corporation of India Ltd,E100000000523,ONGC Videsh Ltd,3
E100001000520,Life Insurance Corporation of India Ltd,E100000000524,Oil and Natural Gas Corporation Ltd,3
E100001000520,Life Insurance Corporation of India Ltd,E100000001917,Hindustan Petroleum Corporation Ltd,3
E100001000615,Guaranty Nominees Ltd,E100000000874,Rosneft PJSC,3
E100001000615,Guaranty Nominees Ltd,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001000615,Guaranty Nominees Ltd,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100001000615,Guaranty Nominees Ltd,E100001015944,Transalpine Pipeline Group,3
E100001010042,Ministry of Finance (Kazakhstan),E100000000669,National Company KazMunayGas JSC,3
E100001010042,Ministry of Finance (Kazakhstan),E100001015204,Kazakhstan-China Pipeline LLP,3
E100001010516,Petróleos del Perú - PETROPERÚ SA,E100001010516,Petróleos del Perú - PETROPERÚ SA,3
E100001010517,Ministry of Energy and Mines (Peru),E100001010516,Petróleos del Perú - PETROPERÚ SA,3
E100001010518,Government of Peru,E100001010516,Petróleos del Perú - PETROPERÚ SA,3
E100001010595,The Vanguard Group Inc,E100000000980,Repsol SA,3
E100001010595,The Vanguard Group Inc,E100001014300,Bluewater Texas Terminal LLC,3
E100001010595,The Vanguard Group Inc,E100001014324,Byhalia Pipeline LLC,3
E100001010595,The Vanguard Group Inc,E100001014382,Capline Pipeline Company LLC,3
E100001010595,The Vanguard Group Inc,E100001014581,Diamond Pipeline LLC,3
E100001010595,The Vanguard Group Inc,E100001015312,Minnesota Pipe Line Co LLC,3
E100001010595,The Vanguard Group Inc,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001010595,The Vanguard Group Inc,E100001015404,NGL Supply Wholesale LLC,3
E100001010595,The Vanguard Group Inc,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100001010595,The Vanguard Group Inc,E100001015944,Transalpine Pipeline Group,3
E100001010595,The Vanguard Group Inc,E100002008085,Overland Pass Pipeline Company LLC,3
E100001010596,State Street Corp,E100000000874,Rosneft PJSC,3
E100001010596,State Street Corp,E100001014300,Bluewater Texas Terminal LLC,3
E100001010596,State Street Corp,E100001014324,Byhalia Pipeline LLC,3
E100001010596,State Street Corp,E100001014382,Capline Pipeline Company LLC,3
E100001010596,State Street Corp,E100001014581,Diamond Pipeline LLC,3
E100001010596,State Street Corp,E100001014626,Kinetik Holdings Inc,3
E100001010596,State Street Corp,E100001015312,Minnesota Pipe Line Co LLC,3
E100001010596,State Street Corp,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001010596,State Street Corp,E100001015838,Phillips 66 Partners LP,3
E100001010596,State Street Corp,E100001015944,Transalpine Pipeline Group,3
E100001010596,State Street Corp,E100002008085,Overland Pass Pipeline Company LLC,3
E100001011136,Government of Japan,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001011136,Government of Japan,E100002008094,Japan Oil Development Co Ltd,3
E100001011247,ConocoPhillips Corp,E100001015576,ConocoPhillips Norge Nuf,3
E100001011511,Österreichische Beteiligungs AG,E100001015944,Transalpine Pipeline Group,3
E100001011617,Meiji Yasuda Life Insurance Co,E100001014626,Kinetik Holdings Inc,3
E100001011617,Meiji Yasuda Life Insurance Co,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001011617,Meiji Yasuda Life Insurance Co,E100002008094,Japan Oil Development Co Ltd,3
E100001013560,Cassa Depositi e Prestiti SpA,E100001015944,Transalpine Pipeline Group,3
E100001014140,Ares Partners Holdco LLC,E100001014616,EPIC Midstream Holdings LP,3
E100001014253,BOTAŞ AŞ,E100001014253,BOTAŞ AŞ,3
E100001014277,Basra Oil Co,E100001014277,Basra Oil Co,3
E100001014283,Beach Energy Ltd,E100001014283,Beach Energy Ltd,3
E100001014284,Network Investment Holdings Pty Ltd,E100001014283,Beach Energy Ltd,3
E100001014325,Plains All American Pipeline LP,E100001014324,Byhalia Pipeline LLC,3
E100001014325,Plains All American Pipeline LP,E100001014382,Capline Pipeline Company LLC,3
E100001014325,Plains All American Pipeline LP,E100001014581,Diamond Pipeline LLC,3
E100001014359,Government of Canada,E100001016079,Wolf Midstream Inc,3
E100001014365,BlackRock Global Energy & Power Infrastructure Fund I LP,E100001014364,Caliber Midstream Partners LP,3
E100001014366,Triangle Petroleum Corp,E100001014364,Caliber Midstream Partners LP,3
E100001014383,BP Oil Pipeline Co,E100001014382,Capline Pipeline Company LLC,3
E100001014536,ARB Midstream LLC,E100001014535,DJ South Gathering LLC,3
E100001014626,Kinetik Holdings Inc,E100001014626,Kinetik Holdings Inc,3
E100001014648,ALPS Advisors Inc,E100001014324,Byhalia Pipeline LLC,3
E100001014648,ALPS Advisors Inc,E100001014382,Capline Pipeline Company LLC,3
E100001014648,ALPS Advisors Inc,E100001014581,Diamond Pipeline LLC,3
E100001014648,ALPS Advisors Inc,E100001015404,NGL Supply Wholesale LLC,3
E100001014681,Energy Income Partners LLC,E100001014324,Byhalia Pipeline LLC,3
E100001014681,Energy Income Partners LLC,E100001014382,Capline Pipeline Company LLC,3
E100001014681,Energy Income Partners LLC,E100001014581,Diamond Pipeline LLC,3
E100001014841,Williams Companies Inc,E100002008085,Overland Pass Pipeline Company LLC,3
E100001014874,NGL Energy Partners LP,E100001015404,NGL Supply Wholesale LLC,3
E100001015051,"Ministry of Economy, Trade & Industry (Japan)",E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001015051,"Ministry of Economy, Trade & Industry (Japan)",E100002008094,Japan Oil Development Co Ltd,3
E100001015054,MPLX LP,E100001015312,Minnesota Pipe Line Co LLC,3
E100001015201,National Bank of Kazakhstan,E100000000669,National Company KazMunayGas JSC,3
E100001015201,National Bank of Kazakhstan,E100001015204,Kazakhstan-China Pipeline LLP,3
E100001015202,KazTransOil JSC,E100001015204,Kazakhstan-China Pipeline LLP,3
E100001015205,China National Oil and Gas Exploration and Development Corp,E100001015204,Kazakhstan-China Pipeline LLP,3
E100001015278,ONEOK Inc,E100002008085,Overland Pass Pipeline Company LLC,3
E100001015313,TROF Inc,E100001015312,Minnesota Pipe Line Co LLC,3
E100001015344,ISQ Global Fund II GP LLC,E100001014626,Kinetik Holdings Inc,3
E100001015391,SGH Ltd,E100001014283,Beach Energy Ltd,3
E100001015587,small shareholder(s),E100000000524,Oil and Natural Gas Corporation Ltd,3
E100001015587,small shareholder(s),E100000000980,Repsol SA,3
E100001015587,small shareholder(s),E100000001282,Phillips 66,3
E100001015587,small shareholder(s),E100000001917,Hindustan Petroleum Corporation Ltd,3
E100001015587,small shareholder(s),E100000002892,Ecopetrol SA,3
E100001015587,small shareholder(s),E100001014300,Bluewater Texas Terminal LLC,3
E100001015587,small shareholder(s),E100001014324,Byhalia Pipeline LLC,3
E100001015587,small shareholder(s),E100001014382,Capline Pipeline Company LLC,3
E100001015587,small shareholder(s),E100001014581,Diamond Pipeline LLC,3
E100001015587,small shareholder(s),E100001015128,Jadranski Naftovod dd,3
E100001015587,small shareholder(s),E100001015204,Kazakhstan-China Pipeline LLP,3
E100001015587,small shareholder(s),E100001015257,Lukoil-KaliningradMorneft LLC,3
E100001015587,small shareholder(s),E100001015312,Minnesota Pipe Line Co LLC,3
E100001015587,small shareholder(s),E100001015404,NGL Supply Wholesale LLC,3
E100001015587,small shareholder(s),E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100001015587,small shareholder(s),E100001015944,Transalpine Pipeline Group,3
E100001015587,small shareholder(s),E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001015587,small shareholder(s),E100002008085,Overland Pass Pipeline Company LLC,3
E100001015832,Vanguard Fiduciary Trust Co,E100001014626,Kinetik Holdings Inc,3
E100001015833,Blackrock Advisors LLC,E100001014300,Bluewater Texas Terminal LLC,3
E100001015833,Blackrock Advisors LLC,E100001014324,Byhalia Pipeline LLC,3
E100001015833,Blackrock Advisors LLC,E100001014382,Capline Pipeline Company LLC,3
E100001015833,Blackrock Advisors LLC,E100001014581,Diamond Pipeline LLC,3
E100001015833,Blackrock Advisors LLC,E100001014626,Kinetik Holdings Inc,3
E100001015833,Blackrock Advisors LLC,E100001015312,Minnesota Pipe Line Co LLC,3
E100001015833,Blackrock Advisors LLC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001015833,Blackrock Advisors LLC,E100001015404,NGL Supply Wholesale LLC,3
E100001015833,Blackrock Advisors LLC,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100001015833,Blackrock Advisors LLC,E100001015944,Transalpine Pipeline Group,3
E100001015833,Blackrock Advisors LLC,E100002008085,Overland Pass Pipeline Company LLC,3
E100001015850,Plains GP Holdings LP,E100001014324,Byhalia Pipeline LLC,3
E100001015850,Plains GP Holdings LP,E100001014382,Capline Pipeline Company LLC,3
E100001015850,Plains GP Holdings LP,E100001014581,Diamond Pipeline LLC,3
E100001015852,Tortoise Capital Advisors LLC,E100001014324,Byhalia Pipeline LLC,3
E100001015852,Tortoise Capital Advisors LLC,E100001014382,Capline Pipeline Company LLC,3
E100001015852,Tortoise Capital Advisors LLC,E100001014581,Diamond Pipeline LLC,3
E100001015881,Cresta Fund Management LLC,E100001015879,Texas Gulflink LLC,3
E100001015984,Tullow Oil PLC,E100001015984,Tullow Oil PLC,3
E100001015987,AzValor Asset Management SGIIC SA,E100001015984,Tullow Oil PLC,3
E100001015988,BP Russian Investments Ltd,E100000000874,Rosneft PJSC,3
E100001015988,BP Russian Investments Ltd,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001015988,BP Russian Investments Ltd,E100001015944,Transalpine Pipeline Group,3
E100001015989,QH Oil Investments LLC,E100000000874,Rosneft PJSC,3
E100001015989,QH Oil Investments LLC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001015989,QH Oil Investments LLC,E100001015944,Transalpine Pipeline Group,3
E100001015991,National Settlement Depository JSC,E100000000874,Rosneft PJSC,3
E100001015991,National Settlement Depository JSC,E100001015939,RN-Astra JSC,3
E100001015991,National Settlement Depository JSC,E100001015944,Transalpine Pipeline Group,3
E100001015992,RN-NeftKapitalInvest LLC,E100000000874,Rosneft PJSC,3
E100001015992,RN-NeftKapitalInvest LLC,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100001015992,RN-NeftKapitalInvest LLC,E100001015944,Transalpine Pipeline Group,3
E100001016125,Mitsubishi UFJ Trust and Banking Corp,E100001014626,Kinetik Holdings Inc,3
E100001016125,Mitsubishi UFJ Trust and Banking Corp,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016125,Mitsubishi UFJ Trust and Banking Corp,E100002008094,Japan Oil Development Co Ltd,3
E100001016126,The Norinchukin Trust & Banking Co Ltd,E100001014626,Kinetik Holdings Inc,3
E100001016126,The Norinchukin Trust & Banking Co Ltd,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016126,The Norinchukin Trust & Banking Co Ltd,E100002008094,Japan Oil Development Co Ltd,3
E100001016127,BNYM AS AGT/ CLTS 10 Percent,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016255,Sumitomo Mitsui Trust Group,E100001014626,Kinetik Holdings Inc,3
E100001016255,Sumitomo Mitsui Trust Group,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016255,Sumitomo Mitsui Trust Group,E100002008094,Japan Oil Development Co Ltd,3
E100001016256,Resona Bank Ltd,E100001014626,Kinetik Holdings Inc,3
E100001016256,Resona Bank Ltd,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016256,Resona Bank Ltd,E100002008094,Japan Oil Development Co Ltd,3
E100001016257,Asahi Mutual Life Insurance Co,E100001014626,Kinetik Holdings Inc,3
E100001016257,Asahi Mutual Life Insurance Co,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016257,Asahi Mutual Life Insurance Co,E100002008094,Japan Oil Development Co Ltd,3
E100001016492,Norinchukin Bank,E100001014626,Kinetik Holdings Inc,3
E100001016492,Norinchukin Bank,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016492,Norinchukin Bank,E100002008094,Japan Oil Development Co Ltd,3
E100001016498,Mitsubishi UFJ Financial Group Inc,E100001014626,Kinetik Holdings Inc,3
E100001016498,Mitsubishi UFJ Financial Group Inc,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100001016498,Mitsubishi UFJ Financial Group Inc,E100002008094,Japan Oil Development Co Ltd,3
E100001016677,Government of Italy,E100001015944,Transalpine Pipeline Group,3
E100001016771,Moscow Exchange MICEX-RTS PJSC,E100000000874,Rosneft PJSC,3
E100001016771,Moscow Exchange MICEX-RTS PJSC,E100001015939,RN-Astra JSC,3
E100001016771,Moscow Exchange MICEX-RTS PJSC,E100001015944,Transalpine Pipeline Group,3
E100002000914,INEOS Industries Ltd,E100002004418,INEOS FPS Ltd,3
E100002000989,State Development Corporation VEB.RF,E100000000874,Rosneft PJSC,3
E100002000989,State Development Corporation VEB.RF,E100001015939,RN-Astra JSC,3
E100002000989,State Development Corporation VEB.RF,E100001015944,Transalpine Pipeline Group,3
E100002001359,RWC Asset Management LLP,E100001015984,Tullow Oil PLC,3
E100002001974,member/employee owned,E100001014626,Kinetik Holdings Inc,3
E100002001974,member/employee owned,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100002001974,member/employee owned,E100002008094,Japan Oil Development Co Ltd,3
E100002004538,Central Bank of the Russian Federation,E100000000874,Rosneft PJSC,3
E100002004538,Central Bank of the Russian Federation,E100001015939,RN-Astra JSC,3
E100002004538,Central Bank of the Russian Federation,E100001015944,Transalpine Pipeline Group,3
E100002004539,Sberbank PJSC,E100000000874,Rosneft PJSC,3
E100002004539,Sberbank PJSC,E100001015939,RN-Astra JSC,3
E100002004539,Sberbank PJSC,E100001015944,Transalpine Pipeline Group,3
E100002004739,Farringford Foundation,E100001014300,Bluewater Texas Terminal LLC,3
E100002007653,Bp International Ltd,E100000000874,Rosneft PJSC,3
E100002007653,Bp International Ltd,E100001015939,RN-Astra JSC,3
E100002007653,Bp International Ltd,E100001015944,Transalpine Pipeline Group,3
E100002007660,J.P. Morgan Capital Holdings Ltd,E100000000874,Rosneft PJSC,3
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015368,Sakhalinmorneftegaz-Shelf JSC,3
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015413,Rotterdam-Rijn Pijpleiding Maatschappij NV,3
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015944,Transalpine Pipeline Group,3
E100002007863,Government of Austria,E100001015944,Transalpine Pipeline Group,3
E100002011285,Resonac Holdings Corp,E100001014626,Kinetik Holdings Inc,3
E100002011285,Resonac Holdings Corp,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100002011285,Resonac Holdings Corp,E100002008094,Japan Oil Development Co Ltd,3
E100002011707,Sable Offshore Corp,E100002011705,Pacific Pipeline Co,3
E100002016408,Ministry of Finance (Russia),E100000000874,Rosneft PJSC,3
E100002016408,Ministry of Finance (Russia),E100001015939,RN-Astra JSC,3
E100002016408,Ministry of Finance (Russia),E100001015944,Transalpine Pipeline Group,3
E100002017432,OppenheimerFunds Inc,E100001015404,NGL Supply Wholesale LLC,3
E100002019433,EIP EP LLC,E100001014324,Byhalia Pipeline LLC,3
E100002019433,EIP EP LLC,E100001014382,Capline Pipeline Company LLC,3
E100002019433,EIP EP LLC,E100001014581,Diamond Pipeline LLC,3
E100002020048,North Aston Pty Ltd,E100001014283,Beach Energy Ltd,3
E100002020049,Ashblue Holdings Pty Ltd,E100001014283,Beach Energy Ltd,3
E100002021518,I Squared Capital LLC,E100001014626,Kinetik Holdings Inc,3
E100002021868,ALPS holdings Inc,E100001014324,Byhalia Pipeline LLC,3
E100002021868,ALPS holdings Inc,E100001014382,Capline Pipeline Company LLC,3
E100002021868,ALPS holdings Inc,E100001014581,Diamond Pipeline LLC,3
E100002021868,ALPS holdings Inc,E100001015404,NGL Supply Wholesale LLC,3
E100002022061,Massachusetts Mutual Life Insurance Co,E100001015404,NGL Supply Wholesale LLC,3
E100002022062,Trian Fund Management LP,E100001015404,NGL Supply Wholesale LLC,3
E100002022201,Tortoise Borrower LLC,E100001014324,Byhalia Pipeline LLC,3
E100002022201,Tortoise Borrower LLC,E100001014382,Capline Pipeline Company LLC,3
E100002022201,Tortoise Borrower LLC,E100001014581,Diamond Pipeline LLC,3
E100002022203,Dai-ichi Life Holdings Inc,E100001014626,Kinetik Holdings Inc,3
E100002022203,Dai-ichi Life Holdings Inc,E100001016057,Sakhalin Oil and Gas Development Co Ltd,3
E100002022203,Dai-ichi Life Holdings Inc,E100002008094,Japan Oil Development Co Ltd,3
E100000000004,Sonangol EP,E100001015721,Sonangol Pesquisa e Produção SA,2
E100000000013,YPF SA,E100002007876,Vaca Muerta Oleoducto Sur SA,2
E100000000015,BHP Group Ltd,E100000000015,BHP Group Ltd,2
E100000000034,State Oil Company of Azerbaijan Republic,E100001014222,Azerbaijan International Operating Co,2
E100000000112,Enbridge Inc,E100001014361,Cactus II Pipeline LLC,2
E100000000112,Enbridge Inc,E100001015877,Texas Eastern Transmission LP,2
E100000000112,Enbridge Inc,E100001015878,Texas Express Pipeline LLC,2
E100000000145,Antarchile SA,E100002004498,Sociedad Nacional de Oleoductos SA,2
E100000000173,China Petrochemical Corp,E100000000173,China Petrochemical Corp,2
E100000000173,China Petrochemical Corp,E100001014421,Chaoyang Petroleum (BVI) Ltd,2
E100000000173,China Petrochemical Corp,E100001015281,Mansarovar Energy Colombia Ltd,2
E100000000245,PetroChina Co Ltd,E100001014571,Daqing Oilfield Co Ltd,2
E100000000320,Ministry of Mines and Energy (Colombia),E100001015012,Hocol SA,2
E100000000329,Cuba Petróleo SA,E100000000329,Cuba Petróleo SA,2
E100000000387,TotalEnergies SE,E100002005155,North Oil Company,2
E100000000391,Georgian Oil and Gas Corporation JSC,E100000000391,Georgian Oil and Gas Corporation JSC,2
E100000000395,BASF SE,E100001016077,Wintershall Dea Norge AS,2
E100000000505,MOL Magyar Olajes Gazipari Nyrt,E100001014222,Azerbaijan International Operating Co,2
E100000000509,Bharat Petroleum Corporation Ltd,E100000000509,Bharat Petroleum Corporation Ltd,2
E100000000513,GAIL Ltd,E100000000513,GAIL Ltd,2
E100000000538,PT Pertamina (Persero) PT,E100000000538,PT Pertamina (Persero) PT,2
E100000000610,Eni SpA,E100001012563,Vår Energi AS,2
E100000000610,Eni SpA,E100001014683,Eni International (N.A.) NV SARL,2
E100000000638,INPEX Corp,E100001014222,Azerbaijan International Operating Co,2
E100000000669,National Company KazMunayGas JSC,E100001015340,MunayTas North-West Pipeline Company LLP,2
E100000000671,Samruk-Kazyna SWF JSC,E100001015340,MunayTas North-West Pipeline Company LLP,2
E100000000676,Kuwait Investment Authority,E100001014132,Arab Petroleum Pipelines Co,2
E100000000684,Achemos Grupe,E100001015374,KN Energies AB,2
E100000000746,Shell PLC,E100001013986,Norske Shell A/S,2
E100000000746,Shell PLC,E100001014097,Amberjack Pipeline Co LLC,2
E100000000746,Shell PLC,E100001015564,Nord-West Oelleitung GmbH,2
E100000000746,Shell PLC,E100001015883,Thai Petroleum Pipeline Co Ltd,2
E100000000746,Shell PLC,E100001015993,Rosneft-Shell Caspian Ventures Ltd,2
